handle,Tweet,Retweet,Reply,Total,#tweets,#followers,#friends,Joining Date,n-cubit related %age
SivramDhurvey,1,0,0,1,2,1,20,Sun May 14 15:48:53 2017,0.5
SkBhatnagar123,1,0,0,1,37,71,81,Fri Feb 10 14:32:19 2012,0.027027027027
SkGupta19521957,1,0,0,1,1,4,9,Sun May 14 00:44:33 2017,1.0
SklmGurudas,0,1,0,1,3,1,1,Sat May 13 23:25:59 2017,0.333333333333
SklmMani,0,1,0,1,3,0,0,Sat May 13 23:21:09 2017,0.333333333333
Skumarbawa1,1,0,0,1,1,1,0,Sun May 14 04:24:39 2017,1.0
SmitaBhatnagar4,1,1,0,2,3,0,1,Sun May 14 13:26:07 2017,0.666666666667
SmitaChandra6,0,1,0,1,2,1,2,Sun May 14 01:35:48 2017,0.5
SmitaPa78618750,0,1,0,1,16,4,3,Thu May 18 14:20:58 2017,0.0625
SmitaSamVerma,1,1,0,2,4,2,5,Thu May 25 17:18:15 2017,0.5
Smrati19,0,1,0,1,2,0,1,Mon May 15 13:08:20 2017,0.5
SmritiCap,1,0,0,1,14,23,45,Wed Jan 06 14:34:58 2016,0.0714285714286
Smsaxsena,1,0,0,1,2,2,21,Sun May 14 03:05:27 2017,0.5
SnehLat07010767,2,0,0,2,2,2,21,Sun May 14 05:15:27 2017,1.0
SnehaAr36223447,1,0,0,1,1,1,3,Sun May 14 05:11:31 2017,1.0
SnehaDev4,1,0,0,1,1,1,100,Sun May 14 06:23:34 2017,1.0
SnehaSah9,1,5,0,6,6,19,84,Sat May 13 11:05:49 2017,1.0
SnehaSharan9,1,0,0,1,1,0,2,Sun May 14 02:12:56 2017,1.0
SoamiBhatia,1,0,0,1,7,62,25,Mon Jul 22 03:41:07 2013,0.142857142857
SoamiPyari1,1,2,0,3,3,9,31,Mon May 15 03:07:24 2017,1.0
SoamiSaran3,1,0,0,1,1,1,0,Sat May 13 10:10:05 2017,1.0
SoamiSaranSingh,0,1,0,1,5,2,1,Sat May 13 14:23:43 2017,0.2
SoamidasMalik,1,0,0,1,3,7,46,Fri May 12 23:33:20 2017,0.333333333333
SobhaNirmala,1,0,0,1,1,0,1,Sat May 13 03:29:11 2017,1.0
SohangChopra,1,0,0,1,1,1,2,Sat May 13 12:56:44 2017,1.0
SohangMathur,1,0,0,1,2,12,118,Wed May 17 05:26:45 2017,0.5
SohanshiiBhatia,1,0,0,1,4,0,20,Sat May 13 13:30:32 2017,0.25
SolaiappanK54,2,60,0,62,129,5,4,Sun May 14 05:22:00 2017,0.480620155039
SomNemani,1,0,0,1,1,0,0,Sat May 13 14:53:34 2017,1.0
SomalSatya,1,5,0,6,22,0,10,Sun May 14 15:12:28 2017,0.272727272727
SomanchiSrikan1,1,0,0,1,3,8,24,Sat May 13 17:19:00 2017,0.333333333333
Somma30272816,1,0,0,1,1,0,22,Sun May 14 06:20:27 2017,1.0
SomnathBalaka,1,0,0,1,1,0,0,Sun May 14 15:25:12 2017,1.0
SonalRupesh,1,2,0,3,7,3,3,Sun May 14 18:22:20 2017,0.428571428571
Sonalchandra7,1,1,0,2,37,5,1,Sat May 13 12:44:47 2017,0.0540540540541
SoniSah3,1,0,0,1,1,7,11,Sat May 13 10:41:19 2017,1.0
SoniSamrath,1,0,0,1,4,2,21,Sun May 14 17:14:02 2017,0.25
Sonia01134384,1,0,0,1,1,0,21,Mon May 15 03:28:09 2017,1.0
Sonia05969027,1,0,0,1,1,0,21,Thu May 11 14:25:56 2017,1.0
SoniaAr66837435,1,0,0,1,2,0,0,Sun May 14 05:28:53 2017,0.5
SoniaNain29,1,1,0,2,3,0,1,Sun May 14 06:37:25 2017,0.666666666667
SoniaNigamrs,0,1,0,1,7,7,63,Fri May 26 11:21:11 2017,0.142857142857
SoniaSri18,0,1,0,1,4,0,1,Wed May 10 17:44:49 2017,0.25
SoniaVerma81,0,3,0,3,30,1,4,Sun May 14 11:12:45 2017,0.1
Sonika29157532,1,0,0,1,1,0,0,Sat May 13 13:11:18 2017,1.0
SonikaDei,1,0,0,1,1,1,53,Sat May 13 05:32:19 2017,1.0
SonikaS42589491,2,0,0,2,2,0,1,Sun May 14 05:10:06 2017,1.0
Soniyaguptarb,1,0,0,1,1,0,0,Sun May 14 00:31:55 2017,1.0
Sonu65575262,0,1,0,1,4,0,1,Mon May 15 12:46:52 2017,0.25
Sonu73244076,0,1,0,1,2,0,1,Mon May 15 12:41:18 2017,0.5
SonuGup81928183,1,8,0,9,26,46,98,Sun May 14 04:54:03 2017,0.346153846154
SonuSag00724826,1,0,0,1,1,0,0,Sun May 14 04:23:24 2017,1.0
Sonu_sharma79,1,2,0,3,4,9,79,Sat May 13 02:22:14 2017,0.75
SourabGill,0,1,0,1,18,1,0,Sun May 14 00:34:32 2017,0.0555555555556
SourabhNamita,1,0,0,1,8,14,41,Mon May 08 10:56:24 2017,0.125
Sowbhagyavathy1,1,0,0,1,1,0,41,Thu May 11 14:08:24 2017,1.0
Sowjany46032682,2,0,0,2,5,3,23,Tue May 09 06:26:09 2017,0.4
Sowjany50150477,1,0,0,1,1,0,0,Tue May 09 06:34:22 2017,1.0
Sowjanyalathap,1,0,0,1,1,2,1,Sun May 14 11:36:04 2017,1.0
Sowmyas49022700,1,0,0,1,1,1,1,Sun May 14 10:53:42 2017,1.0
SpSafi,0,1,0,1,4,1,22,Sun May 14 12:36:26 2017,0.25
SparshCaprihan,1,0,0,1,1,3,1,Sun May 14 00:26:56 2017,1.0
Spsinha11,0,1,0,1,4,1,1,Mon May 15 16:43:12 2017,0.25
SpyariC,1,0,0,1,1,0,1,Sat May 13 03:36:37 2017,1.0
Sraju03049672,1,0,0,1,1,0,0,Sun May 14 14:16:27 2017,1.0
Sravani77029826,0,1,0,1,4,11,38,Sun May 14 02:14:16 2017,0.25
Sravani83912457,1,0,0,1,1,1,0,Sun May 14 12:12:45 2017,1.0
Sreenu61501473,1,0,0,1,1,0,0,Mon May 15 01:03:48 2017,1.0
Sreeram40953889,1,0,0,1,1,0,0,Sun May 14 01:42:52 2017,1.0
Sridevi08375582,1,0,0,1,1,0,0,Sun May 14 01:31:46 2017,1.0
Sridevipanugant,1,0,0,1,1,3,1,Sun May 14 11:24:56 2017,1.0
SrinivasAkella6,0,2,0,2,10,1,2,Sat May 13 14:17:47 2017,0.2
SripriyaSatsang,4,3,0,7,19,1,4,Sun May 14 05:11:49 2017,0.368421052632
SrishtiBhatnag5,1,0,0,1,1,0,0,Sun May 14 03:47:42 2017,1.0
SriushasriK,1,0,0,1,2,0,0,Thu May 11 13:02:01 2017,0.5
SrivaChandrvns,0,1,0,1,3,0,1,Sun May 14 00:48:35 2017,0.333333333333
SrivardhiniK,1,1,0,2,20,1,20,Sun May 14 00:40:00 2017,0.1
SrivasSandesh,0,1,0,1,25,5,29,Sat Mar 18 06:45:08 2017,0.04
SrivastavSumira,0,1,0,1,4,32,73,Sun May 14 06:20:53 2017,0.25
SrivastavaSaraj,0,1,0,1,2,2,22,Sun May 14 13:04:21 2017,0.5
SrivastavaSaran,0,3,0,3,23,6,12,Sun May 14 01:20:03 2017,0.130434782609
SrivastavaTaran,0,3,0,3,19,26,49,Sun May 14 06:12:36 2017,0.157894736842
Ssharma088,0,1,0,1,18,45,80,Sun May 14 01:28:46 2017,0.0555555555556
SualalY,0,1,0,1,14,10,2,Mon May 15 06:01:42 2017,0.0714285714286
Subba77270738,0,0,1,1,1,18,54,Sun May 14 13:14:36 2017,1.0
SubbaKapila,1,0,0,1,5,0,1,Wed May 10 15:02:41 2017,0.2
SubbalakshmiRao,1,1,0,2,3,0,2,Wed May 10 11:40:38 2017,0.666666666667
SubbannaRama,0,2,0,2,26,0,1,Sun May 14 12:11:02 2017,0.0769230769231
Subbara63955534,0,0,1,1,1,0,0,Sun May 14 14:14:34 2017,1.0
Subh121212,0,2,0,2,55,14,42,Sun May 28 02:09:54 2017,0.0363636363636
SubhaReddy10,1,0,0,1,1,0,0,Sun May 14 01:16:46 2017,1.0
Subhadhra2,1,1,0,2,2,1,21,Sat May 13 18:13:49 2017,1.0
SubhadraSrivas1,1,0,0,1,2,0,1,Sun May 14 13:33:38 2017,0.5
Subhash49621879,1,0,0,1,1,0,21,Sun May 14 03:53:19 2017,1.0
Subhash71737413,0,1,0,1,18,0,0,Sun May 14 05:35:15 2017,0.0555555555556
Subhash73489284,1,0,0,1,1,0,2,Sun May 14 02:50:51 2017,1.0
Subhash75485608,1,0,0,1,1,2,0,Sun May 14 00:09:57 2017,1.0
Subhash93231514,1,0,0,1,7,21,57,Sun May 14 05:27:43 2017,0.142857142857
SubhashBaranwa3,1,0,0,1,2,13,31,Thu May 18 18:02:36 2017,0.5
SubhashChhabr14,1,1,0,2,2,2,1,Sun May 14 08:53:15 2017,1.0
SubhashEveney,1,0,0,1,3,1,1,Sun May 14 14:38:17 2017,0.333333333333
SubhashKabra5,0,1,0,1,17,43,90,Sat May 13 05:53:51 2017,0.0588235294118
SubhashNagar13,1,0,0,1,1,0,2,Sun May 14 07:26:13 2017,1.0
SubhashgoyalIAF,1,0,0,1,1,1,0,Sun May 14 01:15:00 2017,1.0
Subhashni9,1,0,0,1,2,0,22,Tue May 09 12:54:19 2017,0.5
Subrahm36058338,1,0,0,1,1,0,0,Mon May 15 01:23:15 2017,1.0
SubramanyamJum,1,0,0,1,4,4,20,Fri May 12 06:43:55 2017,0.25
SuchanaMallick,0,2,0,2,23,3,5,Sun May 14 07:52:52 2017,0.0869565217391
SudamaDave,1,0,0,1,2,1,21,Sat May 13 12:07:07 2017,0.5
SudeepEmcure,1,0,0,1,1,5,0,Sun May 14 05:14:11 2017,1.0
SudeshBhatia4,1,0,0,1,1,0,1,Sun May 14 02:55:16 2017,1.0
SudeshJain17,1,0,0,1,1,3,69,Sun May 14 04:57:41 2017,1.0
Sudha588,1,0,0,1,3,0,2,Sun May 14 05:47:11 2017,0.333333333333
SudhaBhatnagar4,1,0,0,1,2,0,22,Fri May 12 13:05:23 2017,0.5
SudhaGoyal46,1,0,0,1,1,0,2,Sun May 14 05:42:55 2017,1.0
SudhaGu38173301,0,1,0,1,18,26,77,Sun May 14 01:08:54 2017,0.0555555555556
SudhaMukerjee,1,1,0,2,6,9,3,Sun May 14 00:33:18 2017,0.333333333333
SudhaRa12815042,1,0,0,1,2,3,1,Fri May 12 15:32:37 2017,0.5
SudhaSahgal,0,1,0,1,3,3,6,Tue May 16 17:54:27 2017,0.333333333333
Sudha_Gupta1509,1,0,0,1,2,0,0,Sun May 14 06:27:13 2017,0.5
Sudhakulshresh3,0,1,0,1,2,3,1,Sun May 14 03:29:07 2017,0.5
Sudhama21386164,0,0,1,1,1,0,0,Sun May 14 14:42:20 2017,1.0
Sudhans73895210,1,0,0,1,1,1,0,Sun May 14 05:54:39 2017,1.0
SudhanshuModi2,2,11,0,13,38,4,48,Mon May 15 03:43:56 2017,0.342105263158
SudharshanKaur,1,0,0,1,1,2,1,Sat May 13 15:43:19 2017,1.0
Sudhi87366210,1,2,0,3,19,0,1,Sun May 14 15:38:08 2017,0.157894736842
SudhirG57513474,0,1,0,1,9,0,1,Sun May 14 04:02:41 2017,0.111111111111
SudhirK70219814,0,1,0,1,5,1,21,Sun May 14 13:11:08 2017,0.2
SudhirMandloi4,2,0,0,2,2,5,28,Sun May 14 14:48:55 2017,1.0
SudhirS84854086,1,0,0,1,1,7,3,Sun May 14 00:45:33 2017,1.0
SugamSaran,1,0,0,1,1,1,0,Sun May 14 05:09:32 2017,1.0
SugandhaSingha1,1,0,0,1,6,17,0,Sun Mar 12 16:00:30 2017,0.166666666667
Sugandha_vrma,0,1,0,1,3,0,0,Sun May 14 15:29:45 2017,0.333333333333
SugandhiLeela,1,0,0,1,2,0,0,Sun May 14 04:42:24 2017,0.5
Sujata30860639,1,0,0,1,1,0,0,Sun May 14 04:54:39 2017,1.0
Sujeetkrgupta4,0,1,1,2,356,46,251,Tue Jan 10 12:17:10 2017,0.00561797752809
Sujitdayal,2,0,0,2,17,9,22,Wed May 10 17:00:07 2017,0.117647058824
SukardayalS,0,1,0,1,8,1,1,Sun May 14 06:10:12 2017,0.125
Sukhdayal2,1,0,0,1,1,0,22,Sat May 13 08:03:43 2017,1.0
SukhiSi51915201,1,0,0,1,1,0,20,Mon May 15 06:09:14 2017,1.0
SukhiaShashi,1,0,0,1,0,0,0,Thu May 11 12:12:00 2017,inf
SukhijaHema,1,0,0,1,1,0,2,Sun May 14 04:44:40 2017,1.0
SuloRadhasoami,1,0,0,1,1,0,1,Sun May 14 01:06:42 2017,1.0
SulochnaVerma1,1,0,0,1,1,2,20,Mon May 15 09:34:00 2017,1.0
Suman70752114,0,2,0,2,21,1,2,Sat May 13 12:18:19 2017,0.0952380952381
SumanAr32112727,0,1,0,1,1,6,4,Mon May 15 06:51:04 2017,1.0
SumanBhatnagar5,1,0,0,1,1,0,0,Sun May 14 05:28:30 2017,1.0
SumanDayal3,0,1,0,1,18,1,2,Sun May 14 12:18:09 2017,0.0555555555556
SumanMathur11,1,0,0,1,2,1,21,Sat May 13 09:13:27 2017,0.5
SumanRa42490261,1,2,0,3,19,0,1,Sun May 14 04:45:33 2017,0.157894736842
SumanSharma995,0,1,0,1,1,1,22,Thu May 11 16:40:09 2017,1.0
SumanSi21034880,0,2,0,2,14,1,0,Sun May 14 07:28:36 2017,0.142857142857
SumanSr51725093,1,0,0,1,1,0,22,Sun May 14 06:43:44 2017,1.0
Suman_Saran_,1,0,0,1,1,8,0,Fri May 12 04:45:24 2017,1.0
Sumanlata1976,1,0,0,1,1,0,0,Sun May 14 05:25:27 2017,1.0
Sumant_SR,1,0,0,1,3,54,39,Sun Oct 16 18:16:54 2011,0.333333333333
SumatiJund,1,0,0,1,1,0,0,Sat May 13 07:52:08 2017,1.0
Sumedha48290069,1,0,0,1,1,1,0,Sun May 14 06:02:34 2017,1.0
SumedhaSuman,1,1,0,2,2,1,5,Wed May 10 15:01:28 2017,1.0
SumeetA28956199,0,1,0,1,17,0,21,Sun May 14 03:18:01 2017,0.0588235294118
SumirUmmatt1994,1,0,0,1,1,1,20,Sun May 14 15:56:38 2017,1.0
Sumiran26047234,0,0,1,1,1,0,0,Sun May 14 14:18:12 2017,1.0
SumiranGoel,1,0,0,1,4,0,0,Sun May 14 07:38:30 2017,0.25
SumiranSingh3,1,0,0,1,1,0,0,Sun May 14 13:43:51 2017,1.0
SumiranSrivasta,1,0,0,1,1,2,2,Sun May 14 00:45:10 2017,1.0
Sumiransinha18,0,1,0,1,1,0,16,Sun May 14 13:52:01 2017,1.0
Sumiranyadavrs,0,1,0,1,13,1,2,Sun May 14 09:35:49 2017,0.0769230769231
SumirrUmmmattt,1,0,0,1,1,0,20,Sun May 14 09:31:17 2017,1.0
SumitGu86930410,1,0,0,1,2,1,41,Sun May 14 13:03:14 2017,0.5
SumitKu29719416,1,0,0,1,4,3,4,Sun May 14 01:06:42 2017,0.25
SumitKu79646177,1,0,0,1,1,0,0,Sun May 14 13:10:41 2017,1.0
SumitSa72926013,0,1,0,1,18,1,21,Sun May 14 04:32:15 2017,0.0555555555556
SumitSh42355081,1,0,0,1,2,3,4,Sun May 14 10:40:10 2017,0.5
Sumita11233320,1,0,0,1,1,4,35,Sun May 14 04:58:46 2017,1.0
Sumita68246776,1,0,0,1,4,0,0,Thu May 11 16:54:55 2017,0.25
Sumita72797384,0,1,0,1,4,0,1,Sun May 14 01:10:58 2017,0.25
SumitaRana4,1,0,0,1,1,3,26,Sun May 14 01:18:15 2017,1.0
SumitaSrivastav,0,3,0,3,21,22,77,Wed Mar 29 06:20:56 2017,0.142857142857
Sumitkashyap777,0,1,0,1,1,1,1,Sun May 14 03:29:38 2017,1.0
Sumitkumar2509,1,0,0,1,1,0,0,Sun May 14 05:19:12 2017,1.0
Sumitra20795416,1,0,0,1,1,0,1,Sun May 14 04:36:30 2017,1.0
SumitraVerma10,1,0,0,1,1,1,2,Sun May 14 03:26:39 2017,1.0
Sumitspirits1,1,0,0,1,4,1,1,Sun May 14 05:30:51 2017,0.25
Summitgupta08,0,1,0,1,8,5,68,Sun May 14 16:02:52 2017,0.125
Sunaina0020,1,0,0,1,1,1,3,Sun May 14 00:23:01 2017,1.0
SunainaAvasthi,1,0,0,1,1,0,21,Sun May 14 00:40:24 2017,1.0
Sunainagrover79,1,0,0,1,1,0,1,Sun May 14 12:02:33 2017,1.0
SunaineS,1,0,0,1,2,13,86,Sun May 14 00:11:49 2017,0.5
Sunanda83790533,1,0,0,1,1,0,0,Sun May 14 04:45:50 2017,1.0
Sunandasharma64,1,1,0,2,5,8,79,Sun May 14 00:35:17 2017,0.4
Sundarr40988181,1,0,0,1,1,0,21,Sat May 13 13:13:07 2017,1.0
Sunders73881384,1,0,0,1,1,0,1,Sun May 14 04:56:58 2017,1.0
Sundersingh002,2,1,0,3,19,0,22,Sun May 14 04:46:30 2017,0.157894736842
Suneel52076678,1,0,0,1,1,3,72,Sun May 14 01:46:33 2017,1.0
SuneetaY1,0,1,0,1,14,0,1,Sat May 13 23:20:30 2017,0.0714285714286
Sunil09808112,1,0,0,1,2,0,61,Fri May 12 13:08:33 2017,0.5
Sunil20264,0,2,1,3,3,3,20,Sat May 13 16:24:12 2017,1.0
SunilCh19696365,0,1,0,1,2,1,1,Sun May 14 01:14:18 2017,0.5
SunilKa33737604,1,0,0,1,1,1,11,Sun May 14 01:25:35 2017,1.0
SunilKh89501837,1,0,0,1,2,1,2,Sun May 14 01:01:09 2017,0.5
SunilKu09772138,1,0,0,1,1,1,0,Sun May 14 00:50:14 2017,1.0
SunilKu10637020,1,0,0,1,1,73,91,Tue May 09 12:36:11 2017,1.0
SunilKu14590856,1,0,0,1,1,0,0,Sun May 14 04:48:26 2017,1.0
SunilKu31822818,1,0,0,1,4,2,21,Fri May 12 13:46:23 2017,0.25
SunilKu77678929,0,1,0,1,4,12,49,Mon May 15 07:45:58 2017,0.25
SunilKumarBarn7,0,1,0,1,17,1,1,Sun May 14 01:52:09 2017,0.0588235294118
SunilKumarDRNN,1,0,0,1,1,8,25,Wed May 10 15:47:01 2017,1.0
SunilSr47571241,0,1,0,1,1,0,0,Fri May 12 13:41:38 2017,1.0
SunilkumarTane2,0,1,0,1,3,0,22,Sun May 14 05:14:27 2017,0.333333333333
Sunilsa29115068,2,1,0,3,12,15,92,Fri May 12 06:51:39 2017,0.25
Sunilsa95165276,0,0,1,1,1,0,1,Sun May 14 04:26:09 2017,1.0
Sunita09971703,1,0,0,1,1,0,21,Sat May 13 05:59:19 2017,1.0
Sunita2801,1,0,0,1,1,1,1,Sat May 13 13:51:09 2017,1.0
Sunita3035,1,0,0,1,1,1,0,Sun May 14 15:58:38 2017,1.0
Sunita36285319,0,1,0,1,17,0,21,Sun May 14 00:12:21 2017,0.0588235294118
Sunita83045950,1,0,0,1,1,39,93,Sun May 14 05:02:25 2017,1.0
SunitaAro,0,1,0,1,17,0,1,Sun May 14 04:07:56 2017,0.0588235294118
SunitaB18516776,0,1,0,1,3,4,2,Sun May 14 13:13:48 2017,0.333333333333
SunitaBhat17,1,0,0,1,1,0,0,Sun May 14 03:50:40 2017,1.0
SunitaD59103928,1,0,0,1,1,1,0,Thu May 11 17:41:08 2017,1.0
SunitaD70993878,0,1,0,1,2,2,165,Sat May 13 10:50:42 2017,0.5
SunitaG53079165,1,0,0,1,1,0,0,Sun May 14 05:00:21 2017,1.0
SunitaK39007724,1,0,0,1,1,0,2,Sun May 14 07:56:17 2017,1.0
SunitaKhanduja,1,0,0,1,1,1,1,Sun May 14 03:34:29 2017,1.0
SunitaKhanna9,1,0,0,1,2,2,31,Fri May 12 12:42:58 2017,0.5
SunitaPanwar261,0,1,0,1,2,0,1,Tue May 16 03:39:29 2017,0.5
SunitaPuri15,1,0,0,1,1,0,1,Sun May 14 01:13:01 2017,1.0
SunitaR32859822,1,0,0,1,1,3,1,Sun May 14 00:34:01 2017,1.0
SunitaS01june,0,1,0,1,12,0,21,Sun May 14 00:31:16 2017,0.0833333333333
SunitaS14544770,0,1,0,1,8,0,21,Sun May 14 13:16:37 2017,0.125
SunitaS41198829,1,0,0,1,1,0,2,Sun May 14 02:59:52 2017,1.0
SunitaS45593741,1,0,0,1,2,0,21,Sun May 14 04:24:22 2017,0.5
SunitaSah4,0,2,1,3,3,2,21,Sat May 13 16:15:27 2017,1.0
SunitaSawarkar,1,0,0,1,1,5,32,Sun May 14 01:11:59 2017,1.0
SunitaSetia3,1,0,0,1,1,0,1,Sun May 14 04:56:01 2017,1.0
SunitaShrivas11,1,1,0,2,2,16,42,Tue May 16 18:20:16 2017,1.0
SunitaV85368507,1,0,0,1,1,4,22,Sat May 13 10:30:35 2017,1.0
Sunita_170,1,0,0,1,1,6,9,Wed May 10 00:11:50 2017,1.0
Sunita_singh201,2,0,0,2,2,1,0,Wed May 10 14:22:08 2017,1.0
Sunitabhatia140,1,0,0,1,1,4,94,Sun May 14 04:35:52 2017,1.0
Sunitapuri17,1,0,0,1,1,1,55,Sun May 14 04:37:07 2017,1.0
Sunitav_07,1,0,0,1,1,0,0,Sun May 14 04:34:54 2017,1.0
Sunni42461593,1,0,0,1,1,0,21,Sat May 13 12:00:26 2017,1.0
SunnySaroha15,2,0,0,2,3,62,101,Sun May 14 07:37:27 2017,0.666666666667
Supriti033,0,1,0,1,1,0,1,Sun May 14 00:24:47 2017,1.0
Supriya18894196,0,1,0,1,9,3,22,Sun May 14 08:17:18 2017,0.111111111111
SupriyaDayal,1,0,0,1,1,3,1,Sun May 14 05:19:16 2017,1.0
SupriyaSupr,1,0,0,1,5,8,22,Sun May 14 04:22:10 2017,0.2
Surabhi77783542,1,1,0,2,2,9,28,Sun May 14 00:45:13 2017,1.0
SurabhiSris,0,1,0,1,5,1,1,Sun May 14 11:26:23 2017,0.2
Surabhykumar,1,0,0,1,1,2,0,Sat May 13 07:08:39 2017,1.0
SurajKm137,1,0,0,1,1,0,0,Sun May 14 04:51:59 2017,1.0
SurajKu14539740,1,0,0,1,2,7,22,Sat May 27 14:32:14 2017,0.5
Surat100,1,0,0,1,6,15,61,Tue Jan 24 03:17:04 2012,0.166666666667
SuratBansal,2,0,0,2,2,1,0,Sat May 13 09:16:52 2017,1.0
SuratChameli,1,0,0,1,1,4,0,Sat May 13 12:07:55 2017,1.0
SuratHansini,1,0,0,1,1,0,0,Sun May 14 05:45:12 2017,1.0
SuratPreeti,1,1,0,2,5,3,6,Wed May 24 14:18:50 2017,0.4
SuratPyari10,1,0,0,1,1,2,1,Fri May 12 14:28:31 2017,1.0
SuratPyari16,1,0,0,1,1,0,21,Sun May 14 01:16:06 2017,1.0
SuratSaran,1,0,0,1,0,0,0,Thu May 11 12:34:58 2017,inf
SurathPyari,1,1,0,2,3,8,13,Sat May 13 16:41:16 2017,0.666666666667
Suratpyari12,0,1,0,1,3,1,3,Fri May 12 02:55:47 2017,0.333333333333
Suratpyari13,1,0,0,1,1,0,21,Sat May 13 11:49:21 2017,1.0
SuratvantVerma,2,0,0,2,22,5,11,Tue May 09 13:23:13 2017,0.0909090909091
SuratvantiBhoj2,1,0,0,1,2,0,20,Tue May 09 12:30:47 2017,0.5
SurbhiChabra,1,0,0,1,4,0,0,Sun May 14 06:26:02 2017,0.25
Surenda70557535,1,0,0,1,1,0,1,Sun May 14 04:48:20 2017,1.0
SurendarMohan2,0,0,1,1,2,2,1,Sat May 13 12:47:45 2017,0.5
SurenderKushwa5,1,0,0,1,1,1,1,Sun May 14 03:18:21 2017,1.0
Surendr06537129,0,1,0,1,4,4,16,Sun May 14 15:09:58 2017,0.25
Surendr2017,1,14,0,15,27,7,68,Sun May 14 08:38:10 2017,0.555555555556
Surendr47682299,1,0,0,1,2,3,1,Wed May 10 13:41:42 2017,0.5
Surendr56792898,1,9,0,10,19,13,178,Sun May 14 10:09:16 2017,0.526315789474
Surendr72147480,1,1,0,2,2,0,0,Fri May 12 13:07:30 2017,1.0
Surendr90114269,0,6,0,6,13,2,2,Sun May 14 10:34:28 2017,0.461538461538
SurendraArora9,0,1,0,1,1,5,4,Mon May 15 18:48:55 2017,1.0
SurendraMathu10,1,0,0,1,4,15,95,Tue May 09 01:17:06 2017,0.25
Surendrakhanna3,1,0,0,1,1,0,0,Sun May 14 05:34:32 2017,1.0
Surendraktiwar2,1,0,0,1,1,0,63,Sun May 14 23:22:27 2017,1.0
Suresh35692266,1,0,0,1,1,0,0,Sun May 14 04:48:09 2017,1.0
Suresh97530681,0,1,0,1,3,2,1,Tue May 16 07:55:29 2017,0.333333333333
SureshB04564197,1,0,0,1,1,0,0,Sun May 14 04:45:16 2017,1.0
SureshB51868409,2,0,0,2,2,0,21,Sun May 14 00:46:26 2017,1.0
SureshBurnwal2,0,1,0,1,17,0,1,Sun May 14 15:01:40 2017,0.0588235294118
SureshC41485389,1,0,0,1,1,23,70,Sun May 14 11:19:15 2017,1.0
SureshC64244930,1,0,0,1,1,0,21,Sun May 14 04:49:08 2017,1.0
SureshG13481143,2,0,0,2,3,3,70,Sat May 13 17:06:19 2017,0.666666666667
SureshGill11,1,0,0,1,1,0,23,Sun May 14 16:06:08 2017,1.0
SureshK10176872,2,2,1,5,16,6,22,Sat May 13 09:55:15 2017,0.3125
SureshK97599543,1,0,0,1,1,0,15,Sun May 14 05:10:04 2017,1.0
SureshKsah,4,0,0,4,13,97,154,Wed May 10 11:25:23 2017,0.307692307692
SureshKu1960,1,0,0,1,1,1,0,Sun May 14 03:10:00 2017,1.0
SureshM48586546,0,3,0,3,87,41,97,Sat May 13 09:04:21 2017,0.0344827586207
SureshV89468514,1,0,0,1,1,3,0,Sun May 14 00:45:37 2017,1.0
Sureshk54262736,1,0,0,1,1,0,1,Sun May 14 05:08:43 2017,1.0
Sureshk56126747,1,0,0,1,2,2,20,Wed May 10 13:16:32 2017,0.5
Sureshskgupta,1,1,0,2,15,0,21,Sun May 14 00:51:48 2017,0.133333333333
Suri13251550,1,0,0,1,1,0,0,Sun May 14 07:23:28 2017,1.0
SuriPaawan,1,2,0,3,5,0,22,Sat May 13 14:51:09 2017,0.6
SuriPratiti,1,0,0,1,4,6,22,Sat May 13 14:58:25 2017,0.25
Surinde09727223,1,0,0,1,1,1,0,Sun May 14 04:03:08 2017,1.0
Surinde17136820,1,0,0,1,4,39,101,Sun May 14 06:22:28 2017,0.25
Surinde52349091,0,1,1,2,24,23,46,Sat May 13 10:59:01 2017,0.0833333333333
SurinderTaneja5,1,0,0,1,2,0,0,Thu May 11 12:50:26 2017,0.5
SurinderVasude5,1,0,0,1,1,0,2,Sun May 14 04:48:15 2017,1.0
Surinder_40,1,2,0,3,8,35,53,Sat May 13 10:03:44 2017,0.375
SurindetG,0,2,0,2,9,9,21,Sun May 14 01:01:30 2017,0.222222222222
Surisarika1,1,0,0,1,1,1,0,Sun May 14 12:02:31 2017,1.0
SurjanS57794171,0,1,0,1,3,0,1,Mon May 15 12:31:33 2017,0.333333333333
SurrathSingal,1,0,0,1,1,0,1,Sun May 14 04:42:44 2017,1.0
Surti1983,1,0,0,1,1,5,0,Tue May 09 16:51:35 2017,1.0
SurviSaloni,2,0,0,2,246,64,155,Tue Nov 06 09:38:49 2012,0.00813008130081
SuryaSasan,1,0,0,1,2,23,159,Sun Jan 17 18:00:09 2016,0.5
Suryakantham15,1,0,0,1,1,0,0,Sun May 14 00:47:55 2017,1.0
SuryalekhaK,1,0,0,1,1,0,0,Sun May 14 06:24:40 2017,1.0
SuryamaniBhagat,1,0,0,1,3,0,0,Sun May 14 04:47:05 2017,0.333333333333
Suryansh2611,1,1,0,2,2,4,2,Sat May 13 14:10:34 2017,1.0
Suryaymis,3,1,0,4,8861,79,228,Wed Aug 05 15:48:01 2015,0.0004514163187
SushantManocha,0,1,0,1,2,2,1,Sun May 14 01:12:59 2017,0.5
