handle,Tweet,Retweet,Reply,Total,#tweets,#followers,#friends,Joining Date,n-cubit related %age
AmarMan2015,1,6,0,7,10,18,60,Sun May 14 02:55:30 2017,0.7
AmarRajKalam1,0,1,0,1,4,19,99,Sun May 14 02:41:33 2017,0.25
AmarSin90765064,1,0,0,1,2,0,1,Sun May 14 05:39:08 2017,0.5
Amaresh00227834,1,0,0,1,3,7,42,Sun May 07 12:18:11 2017,0.333333333333
Amarjit79721898,2,0,0,2,17,0,1,Sat May 13 13:10:47 2017,0.117647058824
Amarnad25027756,1,0,0,1,1,0,0,Sun May 14 01:08:00 2017,1.0
Amarnat78791080,0,1,0,1,4,0,1,Sun May 14 02:05:25 2017,0.25
Ambika61280037,1,1,0,2,2,2,21,Sat May 13 23:40:54 2017,1.0
AmbikaSrivast17,1,0,0,1,5,7,25,Sun May 28 04:58:23 2017,0.2
AmbikaY96315367,1,0,0,1,1,10,13,Sat May 13 10:04:07 2017,1.0
AmbitiousSumir,1,0,0,1,1,2,55,Sun May 07 18:35:24 2017,1.0
AmbrishKumarG10,0,0,1,1,2,2,1,Fri May 12 12:57:47 2017,0.5
AmeeSuri,1,0,0,1,1,0,0,Fri May 12 15:07:29 2017,1.0
Ameebhatia04,1,0,0,1,1,3,3,Sun May 14 04:39:40 2017,1.0
Amesh9Meena,1,0,0,1,1,0,21,Sat May 13 09:25:12 2017,1.0
Amesh9amesh,1,0,0,1,1,5,21,Sat May 13 04:20:51 2017,1.0
Ami45195972,1,0,0,1,4,0,1,Sun May 14 08:41:08 2017,0.25
AmiSatsangi,0,1,0,1,5,19,80,Sat May 13 04:25:24 2017,0.2
Ami_Aarti,1,0,0,1,1,3,1,Fri May 12 15:42:50 2017,1.0
Amirtha76453202,1,0,0,1,1,0,0,Sun May 14 16:35:41 2017,1.0
AmishaSrivast18,1,0,0,1,1,0,1,Sun May 14 06:17:23 2017,1.0
Amit19983025,1,0,0,1,1,0,0,Sun May 14 05:05:29 2017,1.0
Amit69981391,0,1,0,1,2,0,21,Sun May 14 13:13:43 2017,0.5
Amit82373876,1,0,0,1,1,23,42,Sun May 14 08:11:02 2017,1.0
AmitBha58199238,1,0,0,1,1,0,0,Sun May 14 00:18:21 2017,1.0
AmitGoyal7194,1,0,0,1,2,3,1,Sat May 13 09:02:41 2017,0.5
AmitGup08594029,1,0,0,1,2,3,1,Sun May 14 04:03:51 2017,0.5
AmitGupta150919,1,0,0,1,1,12,103,Sat May 13 08:21:11 2017,1.0
AmitKum35250729,1,0,0,1,1,0,0,Sun May 14 03:05:50 2017,1.0
AmitKum52300696,1,0,0,1,1,0,1,Sun May 14 03:23:14 2017,1.0
AmitKum72965785,0,1,0,1,5,0,1,Mon May 15 12:17:28 2017,0.2
AmitKum83093230,0,3,0,3,3,3,6,Sun May 14 06:10:26 2017,1.0
AmitKum89630186,1,0,0,1,2,15,16,Thu May 11 06:32:11 2017,0.5
AmitKumarSatsa1,0,1,0,1,4,8,31,Sun May 14 04:38:07 2017,0.25
AmitMah54360473,1,0,0,1,1,1,1,Sun May 14 05:37:07 2017,1.0
AmitMidha3,1,0,0,1,34,14,19,Wed May 01 04:51:36 2013,0.0294117647059
AmitPrasad1611,1,0,0,1,1,0,0,Sun May 14 05:18:44 2017,1.0
AmitSha12990593,0,1,0,1,5,0,2,Mon May 15 12:08:02 2017,0.2
AmitSha42443159,0,1,0,1,2,32,46,Sun May 14 07:22:24 2017,0.5
AmitVer94755269,0,1,0,1,3,2,20,Sun May 14 07:30:27 2017,0.333333333333
AmitaBhatia20,1,0,0,1,1,1,1,Fri May 12 03:47:36 2017,1.0
AmitaKulshresh3,1,0,0,1,2,2,31,Sun May 14 12:59:56 2017,0.5
AmitaKumar15,1,0,0,1,1,0,0,Sat May 13 13:33:11 2017,1.0
AmitaKushwaha4,1,0,0,1,1,1,0,Sun May 14 07:10:56 2017,1.0
AmitaMehta17,1,0,0,1,1,0,21,Sun May 14 03:25:46 2017,1.0
AmitaRani7,1,0,0,1,3,2,2,Tue May 09 12:19:33 2017,0.333333333333
Amitash15230443,1,1,0,2,2,0,70,Sun May 14 05:51:39 2017,1.0
Amitasr03737089,0,1,0,1,18,0,0,Sun May 14 05:37:59 2017,0.0555555555556
Amitatiwari09,0,1,0,1,18,4,1,Sun May 14 08:11:48 2017,0.0555555555556
Amitgup55725269,0,1,0,1,2,3,70,Sun May 14 04:27:35 2017,0.5
Amitmal07788166,1,0,0,1,1,0,49,Sun May 14 03:42:51 2017,1.0
Amits1265,1,0,0,1,2,12,66,Sat May 13 06:38:09 2017,0.5
AmiyawalaS,1,0,0,1,1,0,0,Sun May 14 07:03:14 2017,1.0
AmmaSavitri,1,0,0,1,1,0,21,Sat May 13 12:36:48 2017,1.0
Amodpandey19,1,0,0,1,2,0,0,Wed May 10 12:54:58 2017,0.5
Amol41146853,0,1,0,1,1,1,22,Sun May 14 14:55:56 2017,1.0
Amol57378858,0,1,0,1,1,3,57,Sun May 14 14:57:56 2017,1.0
AmolAnand1,1,0,0,1,2,21,92,Sun May 14 05:07:24 2017,0.5
AmoliSatsangi,1,1,0,2,2,0,21,Sun May 14 06:32:47 2017,1.0
AmrendraDEI,1,0,0,1,1,3,3,Sun May 14 02:39:54 2017,1.0
AmritGupta1234,1,0,0,1,0,0,0,Thu May 11 11:22:37 2017,inf
AmritPr78923949,1,0,0,1,1,3,21,Sun May 14 05:11:38 2017,1.0
AmritSakhi,0,1,0,1,4,0,0,Sun May 14 03:30:47 2017,0.25
AmritSwarup,1,1,0,2,5,9,18,Tue May 09 12:29:58 2017,0.4
Amrita1113,1,0,0,1,1,2,0,Sun May 14 07:31:39 2017,1.0
AmritaChoudha17,0,3,0,3,24,5,7,Sun May 14 01:37:54 2017,0.125
AmritaK87089815,1,0,0,1,1,1,21,Sun May 14 05:11:38 2017,1.0
AmritaMadhavi,0,1,0,1,16,13,29,Sun May 14 01:18:14 2017,0.0625
Amritlal2007,0,1,0,1,6,1,7,Sun May 14 00:29:51 2017,0.166666666667
Amritsakhi1gma1,1,0,0,1,1,10,0,Sun May 14 10:25:15 2017,1.0
AmrutaSatsangi,1,0,0,1,1,0,0,Thu May 11 15:46:18 2017,1.0
AmruthaPreethi,1,0,0,1,1,0,0,Mon May 15 04:13:21 2017,1.0
AmshikRavat,0,0,1,1,1,0,1,Sun May 14 04:53:52 2017,1.0
Anadika31,1,0,0,1,5,1,46,Thu May 11 06:13:51 2017,0.2
AnahadKhare,1,0,0,1,1,1,59,Sun May 14 04:02:24 2017,1.0
AnahadP,0,0,1,1,1,0,1,Sun May 14 04:32:44 2017,1.0
AnahadSatsangi,2,0,0,2,2,15,61,Sun May 14 00:58:23 2017,1.0
AnamiNaina,1,0,0,1,2,1,1,Sat May 13 04:24:55 2017,0.5
Anamikadipa,1,1,0,2,34,6,23,Thu May 18 11:53:09 2017,0.0588235294118
Anand08501248,0,1,0,1,1,0,1,Mon May 15 10:53:28 2017,1.0
AnandChopra12,1,6,0,7,58,31,106,Tue May 09 09:19:49 2017,0.120689655172
AnandGu69370972,1,4,0,5,26,0,22,Sun May 14 02:59:53 2017,0.192307692308
AnandKSaxena2,1,0,0,1,1,3,1,Sun May 14 00:15:31 2017,1.0
AnandKi02207010,3,4,0,7,199,23,35,Tue May 09 03:43:29 2017,0.035175879397
AnandKishor1915,0,1,0,1,318,35,57,Tue May 09 03:43:29 2017,0.00314465408805
AnandKu80036721,0,1,0,1,18,0,21,Sun May 14 04:27:10 2017,0.0555555555556
AnandKumarKum18,0,1,0,1,17,6,3,Sat May 13 17:06:14 2017,0.0588235294118
AnandMo15946334,0,2,0,2,7,23,4,Sat Mar 11 11:50:37 2017,0.285714285714
AnandNavaria,1,0,0,1,1,0,0,Sun May 14 14:56:41 2017,1.0
AnandPr25540982,1,0,0,1,2,0,1,Sun May 14 05:15:41 2017,0.5
AnandPr43591013,0,1,0,1,17,1,1,Sat May 13 17:06:47 2017,0.0588235294118
AnandPr92187072,0,1,0,1,1,6,23,Sun May 14 02:32:47 2017,1.0
AnandPyary,1,0,0,1,2,2,20,Wed May 10 12:09:07 2017,0.5
AnandSharan1501,1,0,0,1,1,0,0,Sun May 14 12:25:21 2017,1.0
AnandSinghal21,1,0,0,1,1,2,0,Sun May 14 03:36:15 2017,1.0
AnandSohsa,2,0,0,2,5,0,0,Sat May 13 17:25:36 2017,0.4
AnandSw00570623,1,1,0,2,7,1,1,Sun May 14 05:08:10 2017,0.285714285714
AnandSw12058560,1,0,0,1,7,2,1,Sat May 13 16:21:31 2017,0.142857142857
AnandSw47366513,1,0,0,1,2,0,1,Sun May 14 05:11:22 2017,0.5
AnandSw91037670,0,1,0,1,1,2,42,Sun May 14 13:36:01 2017,1.0
AnandSwaroopGu3,1,0,0,1,1,0,0,Sun May 14 00:16:35 2017,1.0
AnandarauV,1,0,0,1,16,21,48,Thu May 08 13:07:21 2014,0.0625
Anandkh43821713,1,0,0,1,2,0,0,Thu May 18 06:18:09 2017,0.5
Anandkishori,1,47,0,48,78,5,14,Sun May 14 07:07:16 2017,0.615384615385
Anandkumarrkl,1,0,0,1,1,0,2,Sun May 14 08:20:38 2017,1.0
Anandre46436950,1,0,0,1,1,1,0,Mon May 15 03:48:51 2017,1.0
Anandsarup4,0,1,0,1,17,4,3,Thu May 18 04:24:27 2017,0.0588235294118
Anandsawarkar1,1,0,0,1,3,2,4,Fri May 12 09:08:03 2017,0.333333333333
Anandsw92809240,0,1,0,1,1,2,64,Sun May 14 12:46:52 2017,1.0
AnantModgil,1,0,0,1,116,7,335,Thu Aug 19 18:21:02 2010,0.00862068965517
AnantParashar10,0,1,0,1,4,2,1,Fri May 19 21:19:48 2017,0.25
AnantSpandey,2,0,0,2,2,10,5,Sun May 14 12:08:33 2017,1.0
Ananta18237578,1,0,0,1,1,0,0,Fri May 12 06:28:20 2017,1.0
AnapoornaG,1,0,0,1,2,0,0,Fri May 12 14:33:33 2017,0.5
AnayaStuti,1,0,0,1,1,1,20,Sun May 14 01:24:25 2017,1.0
AnchalArya9,1,0,0,1,5,5,32,Fri May 12 12:29:50 2017,0.2
AnchalV58461075,1,0,0,1,1,3,4,Thu May 11 16:05:39 2017,1.0
Aneesha16101974,1,0,0,1,2,0,30,Thu May 11 10:43:03 2017,0.5
AnejaBelu,0,1,0,1,17,0,20,Sun May 14 04:34:21 2017,0.0588235294118
AnejaPbn,1,0,0,1,1,0,0,Sun May 14 04:41:28 2017,1.0
AnhadBhatia,1,0,0,1,1,3,2,Sun May 14 04:45:22 2017,1.0
AnhadSi34316639,1,0,0,1,1,2,0,Sat May 13 02:46:19 2017,1.0
Anhadgrover9263,1,0,0,1,1,2,9,Sat May 13 15:35:21 2017,1.0
AniketKhullar,1,6,0,7,11,4,22,Sat May 13 16:18:50 2017,0.636363636364
AniketSah_db,1,0,0,1,2,0,1,Sun May 14 05:36:01 2017,0.5
Aniketadanbagh,0,1,0,1,4,0,0,Sun May 14 03:37:55 2017,0.25
Anil19081966,1,0,0,1,1,0,0,Sun May 14 16:21:05 2017,1.0
Anil59079286,1,0,0,1,1,0,1,Sun May 14 04:48:46 2017,1.0
Anil93404,1,0,0,1,1,0,21,Sun May 14 14:17:09 2017,1.0
Anil94197115,1,0,0,1,2,1,31,Sat May 13 12:43:51 2017,0.5
AnilAna41729588,1,0,0,1,1,4,20,Sun May 14 06:33:55 2017,1.0
AnilKm137,1,0,0,1,1,0,0,Sun May 14 05:01:18 2017,1.0
AnilKum13261919,0,0,1,1,1,3,7,Sun May 14 14:08:50 2017,1.0
AnilKum40007657,1,0,0,1,7,12,35,Mon May 08 14:35:41 2017,0.142857142857
AnilKum49374594,1,0,0,1,1,0,0,Sun May 14 04:51:44 2017,1.0
AnilKum60311304,1,0,0,1,4,0,1,Sat May 13 16:10:20 2017,0.25
AnilKum76068314,1,0,0,1,1,0,21,Sun May 14 04:41:47 2017,1.0
AnilKum9696555,1,1,0,2,14,3,1,Sun May 14 00:29:27 2017,0.142857142857
AnilKumar160354,1,0,0,1,1,0,1,Sun May 14 06:22:40 2017,1.0
AnilKumar881010,0,1,0,1,3,3,67,Sun May 14 00:32:03 2017,0.333333333333
AnilKumarSatsa1,0,1,0,1,4,3,21,Sun May 14 06:10:05 2017,0.25
AnilMehla8,0,1,0,1,5,3,2,Sun May 14 08:57:16 2017,0.2
AnilSha67584477,1,1,0,2,2,0,0,Sun May 14 03:17:00 2017,1.0
Anilkum25930237,1,0,0,1,2,0,0,Tue May 09 13:05:36 2017,0.5
Anilkumar2113,2,5,0,7,33,4,11,Sun May 14 15:02:10 2017,0.212121212121
Anilmehto1,0,1,0,1,3,1,1,Sun May 14 12:27:00 2017,0.333333333333
AnimalsArt,1,0,0,1,88,17,28,Mon Aug 01 06:14:23 2011,0.0113636363636
Anishku07756528,1,0,0,1,1,0,20,Sun May 14 03:46:48 2017,1.0
Anita75229838,1,0,0,1,1,0,0,Sun May 14 04:37:37 2017,1.0
AnitaAnita4664,1,0,0,1,1,0,0,Sun May 14 04:58:12 2017,1.0
AnitaCh94644895,0,1,0,1,1,2,22,Fri May 12 13:22:06 2017,1.0
AnitaDe53613424,1,0,0,1,1,0,0,Sun May 14 06:39:43 2017,1.0
AnitaGu19616861,0,1,0,1,2,2,22,Sat May 13 03:46:05 2017,0.5
AnitaKhanna72,2,0,0,2,3,0,0,Sat May 13 16:49:47 2017,0.666666666667
AnitaKhare2,1,0,0,1,2,1,20,Tue May 16 15:32:37 2017,0.5
AnitaPa21524092,0,1,0,1,3,1,21,Sun May 14 05:56:46 2017,0.333333333333
AnitaSain7,1,0,0,1,1,0,0,Sun May 14 04:14:54 2017,1.0
AnitaSatsangi,1,0,0,1,4,15,80,Mon May 08 14:44:46 2017,0.25
AnitaSh2211,1,0,0,1,1,3,3,Sat May 13 05:32:51 2017,1.0
AnitaSh68038972,1,0,0,1,1,1,1,Sat May 13 15:48:03 2017,1.0
AnitaSi87924729,0,1,0,1,4,0,1,Sun May 14 04:26:04 2017,0.25
AnitaYa87182552,1,1,0,2,17,5,19,Sat May 13 08:44:25 2017,0.117647058824
Anitabalan3,1,0,0,1,4,1,21,Sun May 14 00:50:57 2017,0.25
Anitha2207P,1,0,0,1,1,2,0,Sun May 14 03:20:04 2017,1.0
AnjaliG84731881,1,1,0,2,10,0,22,Sat May 13 15:13:05 2017,0.2
AnjaliG95468414,0,1,0,1,1,1,21,Mon May 15 13:34:43 2017,1.0
AnjaliK15897920,1,2,0,3,19,1,1,Sun May 14 04:12:55 2017,0.157894736842
AnjaliMandal10,1,2,0,3,19,0,1,Sun May 14 02:37:10 2017,0.157894736842
AnjaliPrabha2,1,0,0,1,1,0,0,Sun May 14 05:07:04 2017,1.0
AnjaliPrakash18,1,0,1,2,2,0,23,Sun May 14 04:49:03 2017,1.0
AnjaliR80975757,1,0,0,1,18,7,3,Sat May 13 10:00:43 2017,0.0555555555556
AnjaliS21083022,1,0,0,1,1,18,93,Sat May 13 02:44:02 2017,1.0
Anjali_Pal_KGP,0,0,1,1,1,0,134,Wed May 17 00:44:11 2017,1.0
AnjanaSewal,1,0,0,1,1,0,19,Sun May 14 05:29:22 2017,1.0
AnjaneeSingh10,1,0,0,1,1,0,0,Sun May 14 04:55:41 2017,1.0
AnjaniS96413345,1,0,0,1,1,2,1,Sun May 14 01:50:50 2017,1.0
Anjaykoomar1,0,1,0,1,17,5,10,Sat May 13 15:57:37 2017,0.0588235294118
Anju40052560,0,1,0,1,10,3,22,Sun May 14 12:59:03 2017,0.1
Anju98390420,0,1,0,1,4,30,60,Sun May 14 05:45:59 2017,0.25
AnjuBal41830174,1,0,0,1,1,14,85,Sat May 13 23:35:41 2017,1.0
AnjuCha19343453,1,0,0,1,1,5,73,Sun May 14 05:45:19 2017,1.0
AnjuGup20431142,1,0,0,1,1,1,21,Sun May 14 04:06:04 2017,1.0
AnjuSaxena5,1,0,0,1,2,0,1,Sun May 14 05:49:20 2017,0.5
AnjuShrivastav7,0,3,0,3,21,3,3,Sat May 13 10:05:16 2017,0.142857142857
AnjuThamman,0,1,0,1,2,0,1,Sun May 14 06:37:44 2017,0.5
AnkiGupta2015,1,0,0,1,1,0,21,Sun May 14 03:53:32 2017,1.0
Ankit78242599,0,1,0,1,4,1,1,Sat May 13 16:25:22 2017,0.25
AnkitCh882,1,0,0,1,1,13,66,Wed May 10 18:37:08 2017,1.0
AnkitSatsangi8,1,0,0,1,1,3,21,Sun May 14 10:43:14 2017,1.0
AnkitTayal17,2,0,0,2,2,1,0,Sun May 14 04:49:19 2017,1.0
AnkitTi27163367,1,0,0,1,1,3,1,Sun May 14 19:08:18 2017,1.0
Ankita0601,1,0,0,1,7,5,33,Thu Mar 16 01:49:13 2017,0.142857142857
Ankita08272027,0,1,0,1,18,2,2,Sun May 14 13:14:04 2017,0.0555555555556
Ankita55616707,0,0,1,1,1,15,53,Mon May 15 07:25:41 2017,1.0
AnkitaM06557527,1,0,0,1,7,1,70,Thu May 11 19:40:59 2017,0.142857142857
AnkitaMandloi4,1,0,0,1,1,0,1,Sat May 13 23:03:00 2017,1.0
Ankitab50332449,0,1,0,1,3,0,65,Sun May 14 05:37:49 2017,0.333333333333
AnkurGupta2188,1,0,0,1,1,14,101,Sun May 14 03:34:48 2017,1.0
AnkurJo73976765,1,0,0,1,1,3,18,Thu May 11 15:02:02 2017,1.0
AnkurSachdev1,0,1,0,1,45,47,110,Wed Dec 14 04:03:19 2011,0.0222222222222
Ankush05717730,1,0,0,1,5,23,94,Sun May 14 06:00:20 2017,0.2
Anmol1281999,0,1,0,1,838,716,16,Sun May 15 15:16:10 2016,0.00119331742243
Anmol14062010,1,0,0,1,1,2,1,Sun May 14 09:30:33 2017,1.0
Anmolsaggar5,1,0,0,1,1,2,1,Sun May 14 06:52:42 2017,1.0
Annapur37137687,1,0,0,1,1,0,21,Sat May 13 14:39:52 2017,1.0
AnnapurnaSat3,1,0,0,1,4,1,70,Sun May 14 01:30:53 2017,0.25
Annpurnagupta,1,0,0,1,1,0,20,Sun May 14 04:49:03 2017,1.0
Annu90645766,1,0,0,1,1,0,22,Sun May 14 06:04:19 2017,1.0
Anoop43048131,1,0,0,1,1,3,0,Sat May 13 15:31:51 2017,1.0
AnoopKu74155589,2,2,5,9,12,4,9,Sun May 14 09:10:08 2017,0.75
AnoopNipun,0,1,0,1,4,4,1,Sun May 14 00:41:07 2017,0.25
AnoopPrasad20,1,0,0,1,1,0,2,Sun May 14 05:13:29 2017,1.0
AnoopSi00275816,1,0,0,1,7,5,107,Thu May 11 18:15:26 2017,0.142857142857
AnoopSinha5,1,1,0,2,2,45,100,Sun May 14 00:25:30 2017,1.0
AnoopSinha7,1,0,0,1,1,1,0,Thu May 11 14:20:24 2017,1.0
Anoopsewak3,1,0,0,1,2,2,0,Tue May 09 12:18:54 2017,0.5
AnshAroralokesh,1,0,0,1,1,0,1,Sun May 14 10:22:15 2017,1.0
AnshiRadhakris,1,0,0,1,4,0,3,Sun May 14 06:23:58 2017,0.25
AnshimaPaul,1,0,0,1,1,0,0,Tue May 09 09:02:37 2017,1.0
Anshu62108297,0,12,0,12,67,5,17,Sat May 13 13:33:15 2017,0.179104477612
AnshuBhatnagar8,1,0,0,1,1,1,0,Sun May 14 03:37:51 2017,1.0
Anshuk28216121,0,1,0,1,1,4,4,Sun May 14 02:18:31 2017,1.0
AnshumanShriva7,0,1,0,1,3,28,88,Sun May 14 13:29:16 2017,0.333333333333
AntaLadla,1,0,0,1,1,0,22,Sun May 14 03:28:17 2017,1.0
AntarjamiSeth,1,0,0,1,1,0,0,Sun May 14 00:09:23 2017,1.0
AntuleMukesh,1,0,0,1,1,3,42,Sun May 14 02:42:20 2017,1.0
Anu72851877,0,3,0,3,22,25,176,Fri May 12 10:52:42 2017,0.136363636364
AnuBrodia,3,0,0,3,5,6,25,Sun May 14 04:08:34 2017,0.6
AnuGupt14845771,2,0,0,2,3,0,0,Sun May 14 04:15:29 2017,0.666666666667
Anu_Satsangi,0,1,0,1,1,0,1,Sun May 14 01:07:59 2017,1.0
Anubhav_rs21,1,1,0,2,2,4,21,Sat May 13 02:56:57 2017,1.0
AnubhutiPankaj,0,1,0,1,79,69,149,Sun Jun 21 02:24:20 2015,0.0126582278481
AnugyaKhurana,0,1,0,1,8,12,111,Sun May 28 06:19:32 2017,0.125
AnujGup22240168,0,1,0,1,1,0,1,Sun May 14 05:49:42 2017,1.0
AnujKadwal,1,0,0,1,1,0,0,Sun May 14 14:21:24 2017,1.0
AnujSriDEI2005,1,0,0,1,1,2,100,Sun May 14 06:53:40 2017,1.0
AnunayK62721481,1,0,0,1,1,0,0,Thu May 11 13:18:03 2017,1.0
AnupDevi,1,0,0,1,2,0,9,Sun May 14 04:46:06 2017,0.5
AnupGup87948730,0,1,0,1,1,0,1,Sun May 14 05:46:13 2017,1.0
AnupSri95577133,0,2,0,2,5,1,23,Mon May 15 10:26:09 2017,0.4
Anupam148,1,0,0,1,1,4,78,Sun May 14 02:57:58 2017,1.0
AnupamBaranwal3,1,0,0,1,1,2,21,Sun May 14 07:39:44 2017,1.0
AnupamBaranwal4,1,0,0,1,1,2,21,Sun May 14 07:31:30 2017,1.0
AnupamGrover17,3,41,0,44,366,50,58,Thu May 11 01:37:10 2017,0.120218579235
Anupcaprihan11,0,1,0,1,1,3,37,Sat May 13 13:39:21 2017,1.0
Anupriy17238837,2,0,0,2,3,0,21,Sun May 14 07:54:06 2017,0.666666666667
Anuradh35310819,1,2,0,3,3,43,72,Sun May 14 07:59:58 2017,1.0
Anuradh75196231,1,0,0,1,1,0,0,Sun May 14 17:18:59 2017,1.0
AnuradhaAgarw16,4,0,0,4,10,23,142,Tue Jan 31 04:23:54 2017,0.4
AnuradhaBatra4,1,0,0,1,2,1,1,Sat May 13 23:51:30 2017,0.5
AnuradhaKausha4,1,0,0,1,1,0,1,Sun May 14 05:00:19 2017,1.0
AnuradhaMehta3,1,1,0,2,2,6,160,Sun May 14 04:12:24 2017,1.0
Anurag22227441,1,1,0,2,19,2,1,Sun May 14 01:39:37 2017,0.105263157895
Anurag61261636,1,4,0,5,6,8,10,Sun May 14 12:50:20 2017,0.833333333333
Anurag681,1,0,0,1,1,11,99,Sun May 14 00:22:44 2017,1.0
AnuragADND,1,0,0,1,5,26,28,Thu Mar 02 09:05:55 2017,0.2
AnuragG87532205,1,1,0,2,9,0,22,Sat May 13 15:19:11 2017,0.222222222222
AnuragGrover99,1,0,0,1,1,2,15,Sat May 13 15:33:40 2017,1.0
AnuragP56727551,1,0,0,1,1,5,0,Sun May 14 06:53:00 2017,1.0
Anurag_dei,1,2,0,3,60,145,59,Sat Jul 25 03:36:59 2009,0.05
Anuragprasadjin,1,0,0,1,1,1,1,Sun May 14 01:21:11 2017,1.0
Anurags36812971,1,0,0,1,1,2,66,Thu May 11 18:19:52 2017,1.0
AnurupaRaijada,1,0,0,1,2,0,20,Tue May 09 12:45:43 2017,0.5
Anusah10,1,2,0,3,3,0,21,Sat May 13 23:37:13 2017,1.0
Anushar64527382,1,0,0,1,1,21,51,Sat May 13 16:31:47 2017,1.0
Anushka47293170,1,0,0,1,1,0,1,Sun May 14 04:31:02 2017,1.0
AparBhatnagar,1,0,0,1,1,0,0,Sun May 14 08:01:58 2017,1.0
AparMogla,1,0,0,1,1,0,0,Sun May 14 12:34:41 2017,1.0
Aparna1974,0,1,0,1,45,3,70,Thu May 11 17:00:31 2017,0.0222222222222
Aparna1Prasad,1,0,0,1,5,2,1,Wed May 10 17:13:47 2017,0.2
AparnaAgam,1,0,0,1,4,0,3,Sun May 14 06:44:20 2017,0.25
AppayammaV,1,1,0,2,2,0,0,Mon May 15 06:07:10 2017,1.0
Aradhan75079979,1,1,0,2,2,1,64,Sat May 13 08:18:49 2017,1.0
AradhyaChopra,1,1,0,2,2,0,0,Sun May 14 02:53:02 2017,1.0
AratiSatsangi,0,1,0,1,17,2,3,Tue May 16 23:33:19 2017,0.0588235294118
Archana01171005,0,1,0,1,102,5,67,Sat Dec 10 03:07:56 2016,0.00980392156863
Archana09641736,2,1,0,3,4,7,1,Sat May 13 06:08:29 2017,0.75
Archana14090493,0,2,0,2,10,1,0,Sun May 14 18:02:57 2017,0.2
Archana43998469,0,1,0,1,38,10,112,Sat May 27 08:02:52 2017,0.0263157894737
Archana83913962,0,1,0,1,4,0,1,Sun May 14 00:34:49 2017,0.25
ArchanaRSDB,0,1,0,1,4,0,1,Tue May 16 04:16:12 2017,0.25
ArchanaSatsang2,1,0,0,1,1,0,0,Sun May 14 04:56:58 2017,1.0
ArchanaSingh_db,1,0,0,1,1,0,1,Sun May 14 04:38:36 2017,1.0
Archana_P17,1,0,0,1,1,0,0,Fri May 12 04:48:39 2017,1.0
Archanagarg18,1,0,0,1,1,0,10,Sat May 13 11:55:51 2017,1.0
Archanasri1961,0,1,0,1,1,2,22,Sun May 14 01:39:15 2017,1.0
ArchieGarg1907,1,0,0,1,2,0,1,Sat May 13 14:14:55 2017,0.5
ArchitS95369357,0,2,0,2,3,26,78,Sun May 14 06:05:30 2017,0.666666666667
ArchitaSatsangi,1,1,0,2,2,13,85,Sun May 14 07:21:20 2017,1.0
ArigapudiRa,0,2,0,2,4,13,69,Sun May 14 09:01:17 2017,0.5
ArjSatsangi,1,0,0,1,1,1,22,Sun May 14 06:19:50 2017,1.0
Arjita1111,1,0,0,1,1,5,48,Sun May 14 08:03:15 2017,1.0
ArjunPoddar4,0,1,0,1,13,0,1,Sun May 14 04:37:56 2017,0.0769230769231
ArjunSh97187062,1,0,0,1,2,1,2,Sat May 13 13:14:23 2017,0.5
ArnavShrivastv,1,0,0,1,1,4,8,Sun May 14 02:05:21 2017,1.0
Arpan35651179,1,0,0,1,1,0,22,Sat May 13 07:24:51 2017,1.0
ArpanKayastha2,0,1,0,1,11,3,26,Fri May 12 17:45:56 2017,0.0909090909091
ArpitMa92567567,1,0,0,1,1,10,10,Tue May 09 04:21:30 2017,1.0
ArpitaHaranad,0,1,0,1,13,3,43,Sun May 14 12:41:36 2017,0.0769230769231
ArpitaK14834935,1,0,0,1,15,0,22,Tue May 09 12:30:52 2017,0.0666666666667
Arraju768,1,0,0,1,1,0,1,Sat May 13 05:56:54 2017,1.0
ArshChauhan7,1,0,0,1,2,13,91,Sun May 14 04:02:37 2017,0.5
ArshDei,0,1,0,1,4,3,91,Sun May 14 11:18:09 2017,0.25
ArshDogra1989,0,1,0,1,2,1,51,Sat May 13 22:00:54 2017,0.5
ArshikaDhall,1,1,0,2,2,2,1,Sat May 13 12:18:53 2017,1.0
ArshitaDiwan,1,0,0,1,1,0,1,Sat May 13 09:04:04 2017,1.0
Arshkhanna13,1,0,0,1,3,5,80,Sun May 14 06:34:35 2017,0.333333333333
Arti85380486,0,1,0,1,2,0,1,Sun May 14 12:20:25 2017,0.5
ArtiNayyar,0,1,0,1,18,2,2,Tue May 09 11:31:54 2017,0.0555555555556
ArtiPbn,1,0,0,1,1,5,7,Fri May 12 15:20:40 2017,1.0
ArtiPyari1,1,0,0,1,1,0,0,Fri May 12 03:54:42 2017,1.0
ArtiSehgal1,1,0,0,1,1,2,1,Sun May 14 06:43:17 2017,1.0
ArtiSingh540,1,0,0,1,20,0,2,Sat May 13 05:49:22 2017,0.05
ArtiVer73315485,0,1,0,1,9,31,71,Sun May 14 05:31:06 2017,0.111111111111
ArtiVer88777555,0,1,0,1,16,0,20,Sun May 14 04:10:38 2017,0.0625
Artimalhotra10,1,0,0,1,2,0,1,Sun May 14 03:38:57 2017,0.5
Artimalhotra14,2,0,0,2,2,0,21,Sun May 14 04:59:58 2017,1.0
Artisingh_pv,0,1,0,1,17,1,1,Sat May 13 17:56:08 2017,0.0588235294118
Arun34430919,1,0,0,1,1,0,20,Sun May 14 06:28:23 2017,1.0
