handle,tweetType,counts
manojkumarlal10,Tweet,1
manojsatsngi,Tweet,1
manorma_sinha,Retweet,1
manpreetkaurrs1,Tweet,1
mansidogar,Retweet,2
mansidogar,Tweet,1
manu73762149,Tweet,1
manusharma8158,Tweet,1
manusoni61,Tweet,1
manya_nia,Tweet,1
marcinmod,Retweet,1
mark_sga,Tweet,1
maruthi69301358,Tweet,1
marysano111,Retweet,1
mas_satsangi,Tweet,1
mathhursaurabh,Retweet,1
mathhursaurabh,Tweet,1
mathur_akshat15,Tweet,1
mathur_anila09,Tweet,1
mathur_gp,Tweet,1
mathur_gul,Tweet,1
mathur_madhur,Tweet,1
mathur_mala,Tweet,1
mathur_niranjan,Tweet,1
mathur_sanjay30,Tweet,1
mathur_shitij,Tweet,1
mathur_sumati,Retweet,1
mathur_veena01,Tweet,1
mathuranand,Tweet,1
mathuranjana15,Retweet,1
mathuranjana15,Tweet,1
mathurarun55,Tweet,1
mathurknawal,Tweet,1
mathursitarp,Retweet,8
mathursitarp,Tweet,1
mayaguptabgh0,Tweet,1
mayank_nikhil,Reply,1
mayank_nikhil,Retweet,2
mayank_nikhil,Tweet,2
mayank_ti,Tweet,1
mayankkumararo,Retweet,1
mayankkumararo,Tweet,2
mblakshmi,Tweet,1
mbprasad5,Tweet,1
mchalla13,Retweet,1
mdevi9874,Retweet,1
mdevi9874,Tweet,1
medha_rani,Tweet,1
medhagaur67,Tweet,1
meenabol,Tweet,1
meenakshi19910,Retweet,1
meenakshi19910,Tweet,1
meenakshiscorpi,Tweet,1
meenamalhotra16,Tweet,1
meenamalhotra77,Tweet,1
meenapoddar1969,Tweet,1
meenbha,Retweet,1
meera0164,Tweet,2
meera_dayal,Tweet,1
meerakapoor20,Tweet,1
meerisharma01,Retweet,1
meet2vick,Tweet,1
meet_suri,Tweet,1
meeta_sinha,Tweet,1
meetusaxena18,Tweet,1
meetusehgal123,Tweet,1
megha23036153,Tweet,1
megha29909407,Retweet,1
megha29909407,Tweet,1
megha_baranwal,Tweet,3
megha_satsangi,Retweet,1
meghakrsingh,Tweet,1
megmath234,Tweet,1
mehak408,Tweet,1
mehar_bhardwaj,Tweet,1
mehar_guru,Tweet,1
mehar_sood,Tweet,1
meharsheel,Tweet,1
meharthakur10,Tweet,2
meherchoprars,Retweet,2
meherchoprars,Tweet,1
mehla_divya,Retweet,1
mehra_uma,Tweet,1
mehranidhi6,Tweet,1
mehrotra_anshu,Tweet,1
mehta_malti,Tweet,1
mehta_sinha,Tweet,1
mepoonamashu,Retweet,1
mepoonamashu,Tweet,1
mgcrsaligram,Tweet,1
miniraniindia,Retweet,1
mintyme,Retweet,1
mintyrich,Retweet,2
mishra_anant,Retweet,2
mishra_anant,Tweet,2
mishra_shaurya6,Tweet,1
mishra_shilpy,Retweet,1
mishrasuryapra4,Retweet,1
mishrasuryapra4,Tweet,1
misra49295106,Tweet,1
mithleshdrnn,Tweet,1
mittal_vidhu,Retweet,1
mittalbbl,Tweet,1
miyaji84725149,Tweet,1
mkgupta0710,Tweet,1
mktiwari1330,Retweet,4
mkumar1960,Retweet,1
mkumar1960,Tweet,2
mmpd45,Retweet,1
mmukund4,Tweet,1
mnjuydv,Tweet,1
mnmurtysklm1,Retweet,1
mogha_surbhi,Tweet,1
mohan81069,Retweet,1
mohan81069,Tweet,1
mohan_sareen,Retweet,1
mohan_sesi,Retweet,1
mohan_sesi,Tweet,4
mohanku95401949,Tweet,1
mohanyadavrb,Retweet,1
mohanyadavrb,Tweet,1
mohinderk2017,Tweet,1
mohit08112193,Tweet,1
mohit98793257,Tweet,1
mohitkumar8158,Tweet,1
mohitkumar81585,Tweet,1
mohsha2017,Tweet,1
mokka_10,Tweet,1
molipriya,Tweet,1
molipriya2,Tweet,1
mona66072644,Tweet,1
monicadua1998,Tweet,1
monika59258734,Tweet,1
monikabansal092,Tweet,1
monishakumar9,Tweet,1
monkia_agg,Tweet,1
monu65747998,Tweet,1
monunarang,Tweet,1
moonsaini9211,Tweet,1
mooskan_urvashi,Tweet,1
moremonali29,Retweet,2
moremonali29,Tweet,1
morgana_ribas,Tweet,1
morodiyakalpana,Tweet,1
motijharidevi,Tweet,1
motila1304,Tweet,1
motilaldewasi01,Retweet,3
moto803,Tweet,1
moushamigupta,Tweet,1
mpremkumar,Retweet,5
mprempyari,Tweet,1
mprs39,Tweet,1
mramandeeprajan,Tweet,1
mramjogarao,Tweet,1
mrathore_291,Tweet,1
mriddula,Tweet,1
mridubhandari,Retweet,1
mrigjyoti,Tweet,1
mrit03,Tweet,1
mrkunalgupta,Retweet,1
mrkunalgupta,Tweet,1
mrs_nigam,Tweet,1
mrwoord,Tweet,1
ms_satsangi,Tweet,1
msager1978,Retweet,1
msakshi21,Tweet,1
msatsangi,Retweet,1
msharma7303,Retweet,1
msharma7303,Tweet,1
mstsdin2,Retweet,1
mswaroop,Tweet,2
mswaroop2017,Tweet,1
mthr_virendra,Tweet,1
mtvchitraa,Tweet,1
muday94586350,Tweet,1
mukesh52078108,Tweet,1
mukesh93770152,Tweet,1
mukesh_989,Tweet,1
mukeshdevi18,Tweet,1
mukeshkumarto12,Retweet,1
mukeshpunjabirs,Tweet,1
mukeshsonicool,Tweet,1
mukeshwish007,Retweet,1
mukthi2005,Tweet,1
mukulku75249627,Tweet,1
mukulku82056168,Tweet,1
mukulraizada,Tweet,1
mulkraj_sharma,Retweet,3
mulkraj_sharma,Tweet,1
mulkrajsharma,Tweet,1
munS80,Tweet,1
munishk75435164,Tweet,1
murthy9491,Tweet,1
murthy_tangella,Retweet,4
murthy_tangella,Tweet,3
muskan_poonam,Retweet,1
muskan_poonam,Tweet,1
mvr70045193,Tweet,1
mvrao491,Tweet,1
mvvsnmurthy3,Tweet,1
myashoda2,Tweet,1
myra_dua,Tweet,1
myrah_chopra,Retweet,6
myrah_chopra,Tweet,1
nNkqJ3d2E3JoZVP,Retweet,1
nNkqJ3d2E3JoZVP,Tweet,4
n_gupta2004,Tweet,1
n_pyari,Tweet,1
n_vuppuluri,Tweet,1
naamhainsiddhu,Tweet,1
nabendraasr8231,Retweet,2
nachhattark0,Retweet,1
nachhattark0,Tweet,1
nagamaniyadagi2,Retweet,1
nagar_ramji,Tweet,1
nagar_santra,Tweet,1
nagarajan_51,Tweet,1
nagarvidya4,Tweet,1
nagasubhalaksh1,Tweet,1
namadharsharma,Retweet,1
namanswaroop,Tweet,3
namarta20,Tweet,1
namprakash40,Tweet,1
namratamishra,Retweet,2
namratamishra,Tweet,1
nandinibol,Tweet,1
nandkis27888656,Tweet,1
nandkis43026398,Reply,1
nani55511101,Tweet,1
nanu_prajapat,Tweet,1
narasim04187913,Tweet,1
narayananrs98,Tweet,1
narayanaredykdp,Retweet,1
narayanaredykdp,Tweet,1
narendr52660256,Tweet,1
narendra3061930,Tweet,1
naresh65326,Tweet,1
naresh_kapoor56,Retweet,1
nareshbgh,Tweet,1
nareshkumari16,Tweet,1
narinde20288495,Retweet,1
narinde28832787,Retweet,1
narinderkaurba3,Tweet,1
narindersinghrs,Tweet,1
narsimharaov,Retweet,1
narsimharaov,Tweet,1
narula_shilpi,Tweet,1
narulasandhya,Tweet,1
narunazir1970,Tweet,1
naurangilal_lal,Tweet,1
navalkishoresi4,Tweet,1
naveen74129880,Tweet,1
naveend5a1,Tweet,4
navi28972351,Tweet,1
navi4712,Tweet,1
navinku73535689,Tweet,1
nayajee,Tweet,1
nayanseth88,Tweet,1
ncbhandari,Tweet,1
nchandsrivastav,Tweet,1
neelam21146109,Tweet,1
neelam_1955,Tweet,1
neelam_juneja,Retweet,1
neelam_juneja,Tweet,1
neelamd37575492,Tweet,1
neelamdhawan500,Tweet,1
neelamgupta3b1,Tweet,1
neelamhsp,Tweet,1
neelima47003285,Tweet,1
neelsrivast,Tweet,1
neena_dr,Tweet,1
neenasharma1210,Retweet,1
neera_dhiman,Tweet,1
neeraarora5,Tweet,1
neeraj_rathore1,Tweet,1
neeraj_santosh,Retweet,1
neeraj_shashi,Tweet,1
neeraja1982,Tweet,1
neerajrani8,Tweet,1
neeravsinghrs,Tweet,1
neerja_143,Retweet,1
neerja_143,Tweet,1
neeru_juneja,Tweet,1
neerusaini1958,Retweet,1
neerusaini1958,Tweet,1
neetabhatia_1,Retweet,1
neetabhatia_1,Tweet,1
neeti18,Tweet,1
neetu_devi,Tweet,1
neha24365,Retweet,1
neha24365,Tweet,1
nehachauhanrs,Retweet,1
nehadeshpande21,Retweet,1
nehaggarwal20,Tweet,1
nehameh65704345,Tweet,1
ngsatsangi,Tweet,1
ngurucharandas1,Tweet,1
niceandkool,Tweet,1
nidhiS2017,Tweet,1
nidhiguptars,Tweet,1
nidhikataria94,Tweet,1
nidhinarula7,Tweet,1
nidhisharmadb,Tweet,1
niehaal_singal,Tweet,2
nigam_ashwini,Reply,1
nigamrama47,Tweet,1
nihali_valluri,Retweet,1
niharikasuram,Tweet,1
niharsinghal0,Reply,34
niharsinghal0,Tweet,11
nikhil5152,Tweet,1
nikhil__mehta,Tweet,1
nikhilkapoor18,Retweet,1
nikhilkapoor18,Tweet,1
nilamtaneja1234,Tweet,1
nilesh7566,Tweet,1
nileshsinha25,Tweet,1
niranjan092042,Tweet,1
nirat_mahajan,Retweet,1
nirat_mahajan,Tweet,1
nirat_satsangi,Tweet,1
niratkanwal,Reply,1
niratkavia,Retweet,1
niratray,Retweet,1
nirbhai_marwaha,Tweet,1
nirmal76185,Tweet,1
nirmala61893649,Tweet,1
nirmala71113857,Tweet,1
nirmala_suchdev,Tweet,1
nirmala_tanwar,Tweet,1
nirmalaa33,Tweet,1
nirmalbatra12,Retweet,1
nirmalkumari13,Tweet,1
nirmalmalik02,Tweet,1
nirmalmukker,Tweet,1
nirmals36585305,Tweet,1
nirnaylamba7111,Tweet,1
nischaylamba712,Tweet,1
nishade01473483,Tweet,1
nishasharma055,Tweet,1
nishchay_sharan,Tweet,1
nishu01914614,Tweet,1
nitesh20171,Tweet,1
nitesh_0112,Tweet,1
niteshkumarrs81,Tweet,1
niteshsiri,Tweet,1
nitika577,Tweet,1
nitin_cad,Tweet,1
niting876,Retweet,1
nitukumari0302,Tweet,1
nitya4you,Tweet,1
nivedit97200422,Tweet,1
nkMehra7,Tweet,1
nkncil,Tweet,1
nkshah72,Tweet,3
nndmshr,Retweet,1
noorkulshrestha,Retweet,1
noorkulshrestha,Tweet,1
nrainmathur,Tweet,1
ns588666,Tweet,1
nsatsangi19,Tweet,1
nsmlakshmi,Tweet,1
nuliannapurna,Tweet,1
nvasanta5,Tweet,1
nvr_murthy,Retweet,2
oasis_manual,Tweet,1
oberoishikhar1,Tweet,1
oberoishikhar84,Tweet,2
officialdilbagh,Tweet,1
ojasvi11oct,Tweet,1
omadevidrnn,Tweet,1
omnarayanydv,Tweet,1
omprakasha4,Tweet,1
omprakashsawar5,Tweet,1
omvatibgh062,Tweet,1
onkar_sawarkar,Tweet,1
opsolanki1068,Tweet,1
oremkay,Tweet,1
osho_bhasin,Retweet,2
osho_bhasin,Tweet,1
p_premsudha,Tweet,1
p_santhiswaroop,Tweet,1
p_satyavathi,Retweet,1
p_satyavathi,Tweet,1
p_soami,Tweet,1
paavani_gupta,Tweet,1
padam_jaspreet,Tweet,1
padhmalatha,Tweet,1
padlakha1993,Tweet,1
padma9491,Tweet,1
padmaja_vani,Tweet,1
padmakpkr,Retweet,1
padmala33348351,Tweet,1
padmamarni,Retweet,1
padmavathi2017m,Tweet,1
padmavathikdp,Retweet,1
padmavathikdp,Tweet,1
padmavathiv1234,Tweet,1
pagal_pr,Retweet,3
pagal_pr,Tweet,2
palgp11,Tweet,1
pallavirs93,Retweet,1
pallavirs93,Tweet,1
pallavisingh247,Tweet,1
pallawi38126277,Tweet,1
palneha65,Tweet,1
palokshrivasta1,Tweet,1
palravinder4,Tweet,1
palsaroj10,Tweet,1
paltunyadav,Retweet,1
paltunyadav,Tweet,1
palvind15132440,Tweet,1
panditasha808,Tweet,1
panjupalia,Tweet,1
pankaj_rs,Reply,2
pankaj_rs,Retweet,1
pankaj_zsenergy,Tweet,1
pankajk54104341,Tweet,1
pankajswaroop,Retweet,1
pankhurib16,Retweet,5
pankhurib16,Tweet,1
panku2002,Tweet,1
panna90831807,Tweet,1
param10771727,Retweet,1
parameshwaranrs,Tweet,1
paramsaurabh,Retweet,1
paramsett,Retweet,1
paramsett,Tweet,1
paramtaekwondo,Retweet,1
paras7688,Tweet,1
paratutkimus,Tweet,7
parijat_nirat,Tweet,1
parima001rs,Retweet,1
parima001rs,Tweet,1
parkash_param,Retweet,5
parkash_param,Tweet,2
parmeshwarim62,Retweet,1
parmeshwarim62,Tweet,1
parmila_r_singh,Retweet,1
parmjit2017,Tweet,1
parth_rait,Tweet,1
parul29821801,Tweet,1
parul_1978,Retweet,1
parul_verma20,Tweet,2
parulver,Tweet,1
parvati13devi,Tweet,1
parvatidevirkl,Tweet,1
parveen05152890,Tweet,1
parveenarad,Tweet,1
parveenkumari74,Tweet,1
parveenvermabgz,Tweet,1
parvins26559815,Tweet,1
patnalalakshmi,Retweet,1
patniashish20,Tweet,1
paul_amla,Tweet,1
pavtayaru,Retweet,1
pawanbheem1,Tweet,1
pawankr01,Retweet,1
pawar_ansh,Retweet,1
payalpantpandey,Tweet,1
payapnangia,Retweet,1
pb6323,Retweet,1
pb6323,Tweet,1
pbBalvinder,Tweet,2
pbHardial,Tweet,1
pbRashpal,Tweet,1
pb_hartirath,Tweet,1
pb_joginder,Retweet,2
pb_lakhvir,Tweet,1
pb_rajaram,Tweet,1
pb_saxena,Tweet,1
pb_suri,Tweet,1
pbabdhulrazack,Tweet,1
pbabhijeet18,Tweet,1
pbamritpalkaur,Tweet,1
pbanandsarup,Tweet,1
pbanilsatsangi,Tweet,1
pbashishnarad,Tweet,1
pbbhupinder1,Tweet,1
pbchaman,Tweet,1
pbchetannarad,Tweet,1
pbdharamsingh,Tweet,1
pbdurgasingh,Tweet,1
pbfatehsingh,Tweet,1
pbgaindi1,Tweet,1
pbgopikrishna,Tweet,1
pbgurdeep1,Tweet,1
pbgurmeetsingh1,Tweet,1
pbgurmelsingh,Tweet,1
pbgurpalsingh,Tweet,1
pbgurswaroop,Tweet,1
pbkamarchand,Tweet,1
pbmadan,Tweet,1
pbmadhavanaeo,Tweet,1
pbmanoharlal,Tweet,1
pbmukeshptk,Retweet,1
pbnAmanpreet,Tweet,1
pbnDaljitK,Tweet,1
pbnDevkiDevi,Tweet,1
pbnSunitaghai,Tweet,2
pbnVeenaAr,Tweet,1
pbn_naampyaari,Tweet,1
pbn_rameshwari,Retweet,1
pbnamarjeet,Tweet,1
pbnamasivayam,Tweet,1
pbnanita,Tweet,1
pbnanupmathakur,Tweet,1
pbnareshrana,Tweet,1
pbnarminasarup,Tweet,1
pbnarpatsingh,Tweet,1
pbnbimladevi,Tweet,1
pbncharansakhi,Tweet,1
pbndipikamehta,Tweet,1
pbngurpyari,Tweet,1
pbnharwinder,Tweet,1
pbnindu,Tweet,1
pbnjeewanjyoti,Tweet,1
pbnjjlalitha,Tweet,1
pbnkamladevi,Tweet,1
pbnkamlaverma,Tweet,1
pbnkantadevi,Tweet,1
pbnkantadevi1,Tweet,1
pbnkantajain,Tweet,1
pbnkrishna,Tweet,1
pbnkrishnaveni,Tweet,1
pbnkulwantkaur,Tweet,1
pbnkulwantkaur1,Tweet,1
pbnkusum,Tweet,1
pbnlalkanwar,Tweet,1
pbnmahimathakur,Tweet,1
pbnmanjugoyal,Tweet,1
pbnmonikarana,Tweet,1
pbnnirma,Tweet,1
pbnparamjeet,Tweet,1
pbnparmilasaini,Tweet,1
pbnpoojaverma,Tweet,1
pbnpoonam,Tweet,1
pbnpreetipuri,Tweet,1
pbnprem,Tweet,1
pbnpremgaur,Tweet,1
pbnpushpa,Tweet,1
pbnpushpasaini,Tweet,1
pbnrajkumari1,Tweet,1
pbnrakhi,Tweet,1
pbnrani,Tweet,1
pbnraniram,Tweet,1
pbnrashpalkaur,Tweet,1
pbnravinderkaur,Tweet,1
pbnrenu,Tweet,1
pbnrimpalmangla,Tweet,1
pbnsatyadevi,Tweet,1
pbnsavitridevi,Tweet,1
pbnselvibala,Tweet,1
pbnshabnam,Tweet,1
pbnsharda,Tweet,1
pbnshobha,Tweet,1
pbnsonia,Tweet,1
pbnssodhi,Tweet,2
pbnsudeshthakur,Tweet,1
pbnsuman,Tweet,1
pbnsumanlata,Tweet,1
pbnsunitabala,Tweet,1
pbnsurjitkaur,Tweet,1
pbntrymadhavan,Tweet,1
pbnusha,Tweet,1
pbnushasaini,Tweet,1
pbnvaishali,Tweet,1
pbomparkash,Tweet,1
pbparveenverma,Tweet,1
pbphoolsingh31,Tweet,1
pbpurushotham,Retweet,1
pbpurushotham,Tweet,2
pbpyaralal,Tweet,1
pbrajeevkumar1,Tweet,1
pbrajivkrgupta,Tweet,1
pbrama2,Tweet,1
pbrameahwardass,Tweet,1
pbramlalverma,Tweet,1
pbranjitsingh,Tweet,1
pbrattansharma,Tweet,1
pbravinder,Tweet,1
pbsanjaybh,Tweet,1
pbsatyaprakash,Tweet,1
pbsohanlalthak1,Tweet,1
pbsukhdev22,Tweet,1
pbsurenderkumar,Tweet,1
pbswaransingh,Tweet,1
pbtarsemlal,Tweet,1
pbvishalverma,Tweet,1
pchaurasia_nkc,Tweet,1
pcsmurthy,Tweet,1
pd_hira,Tweet,1
pd_kaushal,Tweet,1
pd_kishore,Retweet,2
pd_kishore,Tweet,1
pd_sant,Tweet,1
pdsharma1414,Tweet,1
peramyadav1,Tweet,1
phalguna_kumarb,Tweet,1
pharma_aggarwal,Reply,1
phool_c_nagar,Tweet,1
phoolch26023985,Tweet,1
pinki45901816,Tweet,1
pinki61633541,Tweet,1
pinki65332124,Tweet,1
pinkysi65081369,Tweet,1
piramanayagamrs,Tweet,1
pkhandelwal033,Tweet,1
pkm21,Tweet,2
pksinha_10,Tweet,1
pkumardb,Tweet,1
pkusumakumari,Tweet,1
plakshmi19,Tweet,1
plalitha_snc,Tweet,1
pld1943,Retweet,1
pld1943,Tweet,1
pljagota,Tweet,1
pmalathi660,Tweet,1
pnsarma22,Tweet,1
pnsatsangi1,Retweet,2
pnsatsangi1,Tweet,1
poloolop,Retweet,1
pooja311998,Tweet,1
pooja97445910,Retweet,1
pooja_satsangi,Retweet,1
pooja_satsangi,Tweet,1
poojaku42663788,Tweet,1
poojapant1405,Tweet,1
poojash25968546,Tweet,1
poojasharma1806,Tweet,1
poojasharma2702,Tweet,1
poonam23135690,Tweet,1
poonam_sharan,Tweet,1
poonamabha,Tweet,1
poonamgulati58,Tweet,1
poonamrp1980,Retweet,1
poonamsardana,Tweet,1
poonamseth_71,Tweet,1
pooniarohit,Retweet,3
posttosapna,Tweet,1
pp_arora,Tweet,1
ppaliwal13,Retweet,1
ppradeep_9,Tweet,1
ppriya9,Tweet,1
ppsrivastavavn,Tweet,1
prab_prasad,Tweet,1
prabhagogia1,Tweet,1
prabhavati7874,Retweet,5
prabhavati7874,Tweet,1
prabhjotkaur3b1,Tweet,1
prabhu99529393,Retweet,1
prabhud46158878,Retweet,1
prabhudayal1010,Tweet,1
prabhulal_0903,Tweet,1
pradeep8033,Tweet,1
pradeep81379423,Tweet,1
pradeepkmandal3,Tweet,1
pradipk03178048,Tweet,1
pradyuman_verma,Retweet,10
pradyuman_verma,Tweet,2
praful_086240,Tweet,1
pragatisuri4,Tweet,1
prahladuikey7,Tweet,1
prak_noida,Retweet,1
prakash_ami,Tweet,1
prakash_dua,Tweet,1
prakash_umang,Tweet,1
prakash_ur,Tweet,2
prakashaditiya,Tweet,1
prakashsaran,Retweet,1
prakashsaran,Tweet,1
prakriti_grover,Tweet,1
prakritishriva9,Tweet,1
prameela2017d,Tweet,1
pramiladrnn,Tweet,1
pramodk88925641,Retweet,1
pramodkalerrb,Tweet,1
pranati_raj,Tweet,3
prao6118,Tweet,1
prasad2_m,Retweet,1
prasad2_m,Tweet,1
prasad8591,Tweet,1
prasad_barnwal,Retweet,1
prasad_gur,Retweet,17
prasad_soami,Tweet,1
prasadaraju1955,Tweet,1
prasadr94976198,Tweet,1
prasadrao76,Retweet,1
prasadrao76,Tweet,1
prasadraokadapa,Tweet,1
prasadrs435,Tweet,1
prasadupadhyay,Tweet,1
prasanta_khilar,Tweet,1
prashansaratan1,Tweet,1
prashant2685,Tweet,1
prashantjani33,Tweet,1
prashantmeru,Retweet,1
prashantmeru,Tweet,1
pratapvg,Retweet,1
pratapvg,Tweet,1
pratibhaawast11,Tweet,1
pratibhar1,Tweet,1
pratibharn,Tweet,1
pratima43563928,Reply,1
pratima_kaushik,Tweet,1
pratitigupta,Retweet,1
pratitigupta,Tweet,1
pratulkant,Retweet,1
pratulkant,Tweet,2
praviku12070257,Tweet,1
pravrithi,Tweet,1
prbodhika,Retweet,1
prbodhika,Tweet,1
preeta_ummatt,Tweet,1
preethamt,Retweet,1
preethivanthi,Retweet,1
preeti07_preeti,Retweet,1
preeti1077,Tweet,1
preeti43204421,Retweet,1
preeti_satsangi,Retweet,1
preetikasaini1,Retweet,1
preetimauryaji1,Tweet,1
preetkumari770,Retweet,1
preetkumari770,Tweet,1
prem06958248,Retweet,1
premPra58737711,Retweet,1
premPra58737711,Tweet,1
prem_0612,Tweet,1
prem_adhar,Retweet,1
prem_bilas,Tweet,1
prem_kolluru,Tweet,1
prem_prakash84,Retweet,1
prem_prakash84,Tweet,1
prem_puneeta,Tweet,1
premade16054376,Tweet,1
premade16848618,Tweet,1
premala15,Tweet,1
premalathars12,Tweet,1
premanadharaju,Retweet,2
premanadharaju,Tweet,1
premanarayanan6,Tweet,1
premapreeti1999,Tweet,1
premavathi_r,Tweet,1
prembani,Tweet,1
prembhandari55,Tweet,1
prembihari55,Tweet,1
premcha84842720,Tweet,1
premchandmandl2,Tweet,1
premcharan79922,Retweet,1
premdasrb,Retweet,1
premdasrb,Tweet,1
premdayal7,Retweet,1
premdbhatnagar,Tweet,1
premdulari1930,Tweet,1
premjerath007,Tweet,1
premkum75056163,Tweet,1
premkumar8033,Tweet,1
premkumariabeer,Tweet,1
premkumariblr,Tweet,1
premkumarigupta,Retweet,2
premkumarigupta,Tweet,1
premlalrb,Retweet,1
premlalrb,Tweet,1
premlatagupta9,Tweet,1
premmandal123,Tweet,1
premprakashz,Retweet,3
premprasadgoli,Tweet,1
prempreethi,Retweet,1
prempreethi,Tweet,1
prempyari2017,Tweet,1
prempyarirawat,Tweet,1
prempyarivn,Reply,1
premrajkanwar,Retweet,1
premrajkanwar,Tweet,1
premrajsharma62,Retweet,1
premsaransharma,Tweet,2
premsaranummatt,Tweet,1
premsarup2,Retweet,1
premsarup2,Tweet,1
premsudhars,Tweet,1
premsundaram,Retweet,1
premswaroop99,Retweet,1
premswarup20,Tweet,1
premswarup2808,Tweet,1
premtaranga,Tweet,1
premvarsha22,Tweet,1
prernashrivas15,Tweet,1
primejaish,Tweet,1
prince9773,Retweet,1
pritam16436257,Tweet,1
pritammanikpur1,Retweet,6
pritamsarwan1,Retweet,1
prithvi15976859,Tweet,1
prithvi83879441,Tweet,1
pritikasaran14,Tweet,1
pritisaxena28,Tweet,1
priya_jayant,Retweet,18
priya_jayant,Tweet,2
priyabhanu6,Tweet,1
priyagoel2233,Tweet,1
priyalalkhanna1,Tweet,1
priyank68638425,Retweet,1
priyank86262404,Retweet,1
priyanka1405,Tweet,1
priyankaA_d,Tweet,1
priyankacheruk1,Tweet,1
priyankanagar06,Tweet,1
priyasatsangi1,Tweet,1
priyatiwarivn,Reply,1
prjpantulu,Tweet,1
prmadhava,Tweet,1
promil_gupta,Tweet,1
promila933,Tweet,1
promila_kohly,Tweet,2
prudhviraj87,Retweet,1
prudhviraj87,Tweet,1
ps353070,Retweet,2
psanthiswaroop2,Tweet,1
psantprasad,Tweet,1
psatsangi22,Tweet,1
psatsangi45,Tweet,1
psatyasree828,Tweet,1
psharan_indore,Tweet,1
pslrajyam1,Retweet,1
pslrajyam1,Tweet,1
psngupta2,Retweet,1
psngupta2,Tweet,1
psraju1955,Tweet,1
pssatsangi08,Retweet,1
pssswaroop2,Tweet,1
pssudhish,Retweet,1
psubbalakshmi2,Tweet,1
psuratpyari,Tweet,1
psuryakumar1234,Retweet,1
psuryakumar1234,Tweet,1
psvsatsangi,Retweet,3
puja50445639,Tweet,1
pujakum77704506,Tweet,1
pujasatsangi,Tweet,2
pullamraju1234,Tweet,1
punia_meena,Tweet,1
punj_ritu,Tweet,1
punnis3,Tweet,1
purshottma,Retweet,1
purusho22387368,Tweet,1
pushpac82126943,Tweet,1
pushpakumari30,Tweet,1
pushpanjalidei,Tweet,1
pushyamikuchi,Tweet,1
pyare19199261,Tweet,1
pyare64437777,Tweet,1
pyarela26749298,Tweet,1
pyares1,Tweet,1
pyaresaini1,Tweet,1
pyaresaini2,Tweet,1
pyari_gur,Retweet,1
pyari_pathalla,Retweet,9
pyari_prem,Retweet,1
pyari_prema,Tweet,1
pyari_sahab,Tweet,1
pyari_swami,Tweet,1
pyari_v,Tweet,1
pyari_verma,Tweet,1
pyariswaroop,Retweet,1
pyariswaroop,Tweet,1
pydarammohanrao,Retweet,2
pydarammohanrao,Tweet,1
r_prakashrao,Tweet,1
rabi30568444,Tweet,1
rabindr51484221,Retweet,1
rabindra_poddar,Retweet,1
rachanac23,Retweet,1
rachitabhatrs,Retweet,1
rachitranjan17,Retweet,1
rachna1967,Tweet,1
rachna_dayal,Tweet,1
rachnahello,Tweet,1
radh_k,Tweet,2
radha0305,Tweet,1
radha111975,Tweet,1
radha333477,Tweet,1
radha53321754,Tweet,1
radha8033,Tweet,1
radha_kadwal,Tweet,1
radha_kg,Tweet,1
radha_pantula,Tweet,1
radha_singhal,Tweet,1
radhadayalbagh1,Retweet,1
radhakarnwal1,Tweet,1
radhakumar03,Tweet,1
radhamanigupta,Retweet,1
radhamanigupta,Tweet,1
radhanandgoli,Retweet,1
radhaprasada,Tweet,1
radhapyari2017,Tweet,1
radharaani87,Tweet,1
radharamanajay1,Retweet,1
radharamanajay1,Tweet,1
radhasurat,Tweet,2
radhavasista,Tweet,1
radhika35645436,Tweet,1
radhika_uppl,Tweet,1
radhikapalyoung,Tweet,1
raffelshospico,Tweet,1
raghavan_tp,Tweet,1
raghbir_chand,Tweet,1
raghukalyanm,Tweet,1
raghupuri124,Tweet,1
raghuramGudi,Retweet,2
raghuramGudi,Tweet,1
raghvul,Retweet,1
raghvul,Tweet,1
ragi_2008,Tweet,1
raginias,Tweet,1
raginisinha20,Tweet,1
rahul08061324,Tweet,1
rahul106205,Tweet,1
rahul10mathur,Retweet,1
rahul10mathur,Tweet,1
rahul_nanda_db,Tweet,1
rahul_orbis,Tweet,1
rahulmathur1511,Tweet,1
rahulmehra08,Tweet,1
rahulsatsangi12,Tweet,1
rahulsriva2,Tweet,1
rainbowrti1969,Retweet,1
rainbowrti1969,Tweet,1
raivikas1963,Tweet,1
raizada_divya,Tweet,1
raj_amesh,Tweet,1
raj_kum51,Tweet,1
raja2391941,Retweet,1
raja_nukala,Retweet,1
rajabab10343811,Tweet,1
rajan4_all,Tweet,1
rajan_bansiwal,Tweet,1
rajaramk123,Tweet,1
rajat262906,Retweet,1
rajat_saran,Retweet,3
rajbala101956,Tweet,1
rajbeersdrnn,Tweet,1
rajeev_bhala,Tweet,1
rajeevseth65,Tweet,1
rajeevsharma241,Tweet,1
rajendr47002865,Tweet,1
rajendr51352772,Tweet,1
rajesh232106,Retweet,1
rajesh81631195,Retweet,1
rajesh945453,Tweet,1
rajesh_satsangi,Tweet,1
rajesh_satsngi,Retweet,6
rajesh_sugandhi,Tweet,1
rajeshkumar502,Retweet,2
rajeshpunj5,Tweet,1
rajeshs96887874,Retweet,1
rajesht39282651,Tweet,1
