handle,Reply,Retweet,Tweet,#tweets,#followers,#friends,Joining Date
anandswaroop201,0,0,3,26,49,55,Sun Mar 19 13:03:25 2017
anandswaroopg,0,0,1,12,1,0,Sat May 13 13:10:19 2017
anandswarup_s,0,1,0,393,35,152,Wed Aug 12 09:06:15 2015
anandva02334513,0,0,1,2,0,20,Thu May 18 06:24:43 2017
anandvishal11,0,0,1,1,1,0,Sun May 14 00:50:53 2017
anant_rs,0,0,1,1,2,0,Sun May 14 04:48:44 2017
ananta_sharma12,0,1,0,1,2,21,Sun May 14 01:17:31 2017
anantkishore4,0,0,1,1,0,1,Sun May 14 06:25:02 2017
anantp_singh,0,0,1,6,1,1,Sat May 13 14:27:19 2017
anantswaroop6,0,0,1,1,0,1,Sun May 14 04:10:59 2017
anantvn,1,0,0,1,0,0,Sun May 14 04:52:47 2017
ananya_2017,0,0,1,1,0,0,Sun May 14 04:41:22 2017
ananyabulusu,0,0,1,4,1,1,Sun May 14 01:39:43 2017
ananyasatsang,0,0,1,1,3,2,Sun May 14 14:30:40 2017
anchitkumardrnn,0,0,1,0,0,0,Thu May 04 15:14:07 2017
andysaxena01,0,1,1,5,0,19,Sun May 14 02:43:21 2017
anhad2008,0,0,1,1,4,0,Sat May 13 16:15:56 2017
anhad_sharma,0,0,1,1,0,21,Sun May 14 04:14:47 2017
anhadkashyap,1,0,2,828,269,277,Tue Feb 23 16:04:57 2010
anhadnagar1,0,0,1,1,2,31,Sat May 13 08:48:31 2017
anhadnarad04,0,0,1,1,3,22,Fri May 12 15:57:22 2017
anhadsgh,0,0,1,9,48,27,Wed Oct 03 15:39:59 2012
anikapassi1405,0,0,1,1,6,2,Sun May 14 07:04:01 2017
anil16855,0,0,1,1,0,2,Sun May 14 06:17:08 2017
anil_chulkana,0,0,1,1,0,0,Sun May 14 05:23:13 2017
anil_satsangi,0,0,1,1,0,0,Sun May 14 04:35:10 2017
anil_tondon,0,0,1,4,0,0,Sun May 14 06:17:45 2017
anilkum57315161,1,0,0,1,0,1,Mon May 15 13:33:03 2017
animesh19836,0,0,2,3279,530,250,Sun Jan 10 09:09:08 2010
animeshaditya2,0,0,1,1,0,0,Sun May 14 06:14:56 2017
aniritbansal,0,0,1,1,0,0,Mon May 15 08:41:33 2017
anish_nan,0,0,1,106,110,278,Wed Dec 01 08:23:56 2010
anita_virmani,0,0,1,1,0,0,Sun May 14 03:55:43 2017
anitaasharma1,0,0,1,9,1,3,Sun May 14 08:56:22 2017
anitabarnwal196,0,0,1,1,0,1,Sun May 14 04:01:47 2017
anitabatra11,0,0,2,2,0,1,Sun May 14 04:31:41 2017
anitakheterpal,0,0,1,1,4,5,Sun Sep 21 11:55:54 2014
anitarani1976d,0,0,1,1,0,1,Sun May 14 00:26:23 2017
anitash07482907,0,0,1,2,0,21,Thu May 11 13:52:33 2017
anjali_singh93,0,2,0,541,67,94,Mon Nov 28 16:56:18 2011
anjalimuni1,0,2,0,4,0,0,Mon May 15 14:32:06 2017
anjalitwit,0,0,2,892,343,210,Mon Jun 08 04:45:05 2009
anjaliviritha62,0,0,1,1,1,41,Thu May 11 00:46:56 2017
anjana106205,0,0,1,5,0,1,Sun May 14 01:30:20 2017
anjanagupta1958,0,0,1,1,0,0,Sun May 14 00:48:24 2017
anjanasrivast13,0,1,0,3,0,0,Sun May 14 04:13:47 2017
anjanid47633730,0,0,1,1,0,0,Sun May 14 06:10:10 2017
anjanisingh1982,0,0,1,2,3,38,Sun May 14 06:20:45 2017
anjaranjan45,0,0,1,1,0,0,Mon May 15 08:16:27 2017
anjayya2,0,0,1,8,2,20,Sun May 14 01:07:06 2017
anju36854584,0,0,1,1,1,0,Sun May 14 03:39:08 2017
anju_prashant,0,0,1,3,2,20,Tue May 09 12:54:28 2017
anju_saran,0,0,1,2,1,40,Mon May 15 10:26:18 2017
anjul_dayal,0,1,0,72,23,50,Wed Mar 29 07:57:15 2017
anjumukker,0,0,1,1,0,0,Sun May 14 06:48:32 2017
anjuran80724864,0,1,0,2,0,0,Thu May 11 16:23:50 2017
ankit_khanna,0,1,0,3889,122,39,Sat Feb 13 14:42:50 2010
ankit_mittal_1,4,1,1,9,15,41,Sat May 13 17:57:26 2017
ankit_satsangi,0,0,1,26,40,258,Mon Dec 17 08:23:20 2012
ankitbisht112,0,0,1,2,12,99,Mon May 08 11:59:17 2017
ankitkharar,0,0,1,7,1,1,Tue May 09 17:04:10 2017
ankitsahai5,0,0,1,2,3,2,Thu May 11 12:53:49 2017
ankittandrnn,0,0,1,1,14,96,Thu May 11 14:46:59 2017
ankurgupta2184,0,0,2,26,39,130,Thu Mar 16 17:04:09 2017
ankurpa8033,0,0,1,1,1,0,Fri May 12 07:32:03 2017
anmolS7837,0,0,1,1,0,20,Fri May 12 08:15:27 2017
anmolcsk29,0,0,1,1,0,20,Tue May 16 06:57:51 2017
annanya_pandey,0,0,1,4,0,4,Sun May 14 01:49:40 2017
annapurnasatsa2,0,0,1,1,0,4,Sat May 13 17:44:14 2017
annapurnavsp1,0,1,0,3,0,21,Sun May 14 00:29:47 2017
annu_baranwal,0,0,1,1,0,1,Sun May 14 08:02:02 2017
annuviewly1234,0,0,1,4,2,22,Fri May 12 16:45:55 2017
anoop_kumre,0,0,1,2,0,0,Sun May 14 01:56:43 2017
anoop_swarup,0,1,1,43,75,74,Fri Jul 31 08:54:36 2009
anshgoyal80,0,0,1,1,0,0,Sun May 14 03:47:14 2017
anshul_badola,0,0,1,1,5,21,Thu May 11 08:20:55 2017
anshul_karanwal,0,0,1,1,1,0,Sun May 14 00:23:20 2017
anshula_goyal,0,0,1,1,3,1,Sat May 13 13:21:51 2017
anshulbat,0,1,1,23,13,40,Sat Jun 12 04:25:16 2010
anshulbhamra,0,0,1,1787,94,127,Tue Jul 13 17:10:36 2010
anshulprabhaka4,0,0,1,1,1,0,Sun May 14 05:04:47 2017
anshum0608,0,0,1,1,0,1,Sun May 14 10:59:25 2017
anshunay,0,0,1,1,0,0,Sun May 14 03:22:28 2017
anu060900,0,0,1,1,0,0,Sun May 14 04:10:01 2017
anu76752251,0,1,0,27,2,90,Mon May 08 16:30:43 2017
anubha_sahai,0,0,2,12,11,6,Wed May 10 18:04:39 2017
anubhav107,0,1,4,257,229,190,Mon Dec 01 18:07:47 2014
anudhkumar,0,0,1,111,112,127,Mon May 03 16:53:03 2010
anugoel97,0,0,1,4,2,47,Sun May 14 04:01:17 2017
anujtanwardrnn,0,0,1,1,13,96,Thu May 11 14:44:02 2017
anupama72496165,0,0,1,1,1,20,Sun May 14 02:45:00 2017
anupamanarain1,0,0,1,1,16,72,Sat May 13 04:07:22 2017
anupamg884,0,1,1,13,2,11,Sun May 14 01:57:01 2017
anupamgoyal12,0,0,1,1,0,0,Sun May 14 02:05:18 2017
anuradh11218445,0,0,1,1,0,0,Sun May 14 01:12:33 2017
anuradha_mathur,0,0,1,57,50,49,Fri Nov 30 07:59:09 2012
anuradhadei,0,1,1,192,187,53,Fri Aug 23 12:23:48 2013
anurag_mayank,0,1,0,30,12,46,Tue Mar 28 07:31:59 2017
anuragb123,0,0,1,1,5,3,Sat May 13 10:01:16 2017
anuragsatsangi4,1,0,0,16,5,1,Sat May 13 09:26:59 2017
anurashakumari,0,0,1,4,2,20,Sun May 14 11:59:55 2017
anuritam333,0,1,0,2,0,2,Sun May 14 01:24:17 2017
anusain30701981,0,0,1,1,1,10,Mon May 15 16:29:54 2017
anusatsangi,0,0,1,4,2,2,Mon May 15 03:21:50 2017
anusuiya_deogun,0,0,1,1,0,2,Sun May 14 04:56:33 2017
anuyadav287,0,0,1,4,3,11,Sun May 14 00:34:59 2017
ap_bhatnagar,0,1,0,79,3,26,Sun May 07 23:29:47 2017
apaar2000,0,0,1,14,26,142,Sun Jul 03 04:45:34 2016
apaarmathur,0,2,0,34,68,84,Tue Mar 23 02:28:27 2010
apaarmathur05,0,2,1,5,1,25,Sun May 14 00:48:14 2017
apaarmehar_1504,0,0,1,1,3,95,Thu May 11 14:45:19 2017
apar_madan,0,0,1,1,0,40,Sat May 13 03:26:34 2017
apara_singh,0,0,1,1,6,40,Sun May 14 00:58:41 2017
appavadhanulu,0,0,1,1,0,0,Sun May 14 06:27:29 2017
appu0507,0,2,2,35,165,43,Wed Oct 24 19:27:35 2012
appu97875952,0,0,1,1,0,0,Sun May 14 02:09:36 2017
appy2365,0,1,1,2,1,2,Fri May 12 11:26:22 2017
appyphany,0,0,1,13,115,164,Sat Dec 11 00:49:11 2010
apreetam2,0,1,1,2,3,21,Fri May 12 14:12:34 2017
aptiwari12,0,0,1,2,0,0,Sun May 14 02:56:46 2017
apurvamkapoor,0,0,1,1,4,0,Sat May 13 16:55:39 2017
apurvaratan,0,0,1,12,86,74,Sun Aug 02 03:34:16 2009
aradha121,0,1,1,2,4,1,Fri May 12 14:08:55 2017
arajkumari76,0,1,2,4,3,21,Sun May 14 01:56:48 2017
arav_sehgal,0,0,1,4,1,1,Sat May 13 10:13:10 2017
aravindsaran143,0,0,1,2,12,73,Thu May 11 13:31:47 2017
arbejjanki,0,0,1,11,1,10,Fri May 12 03:07:26 2017
archa2017,0,1,0,1,0,0,Sun May 14 01:24:02 2017
archana17299145,0,0,1,2,0,20,Sun May 14 06:48:38 2017
archiagarwalrs,0,0,1,4,0,0,Sun May 14 05:59:17 2017
archnasinghal,0,0,1,1,1,1,Sat May 13 13:31:55 2017
archnasrivasta5,1,0,0,1,0,1,Sun May 14 05:05:32 2017
arhuntaneja1234,0,0,1,4,3,22,Fri May 12 16:38:10 2017
arkiranverma16,0,1,0,1,2,36,Mon May 15 16:43:36 2017
arnav1017,0,0,1,1,0,0,Sun May 14 08:06:07 2017
arnavahlu,0,0,1,339,148,633,Thu Jan 21 12:54:08 2010
aroraamit,0,1,0,281,89,1152,Sun Nov 09 03:52:39 2008
aroravibhutirs,0,1,1,2,3,23,Sun May 14 00:39:17 2017
arpanak94634729,0,0,1,1,0,0,Sun May 14 03:55:33 2017
arpita_satsangi,0,0,1,1,5,3,Thu May 11 07:47:25 2017
arpitkapoor114,0,3,0,485,89,56,Sat Oct 10 09:25:35 2015
arrohibhatnagar,0,0,1,13,43,146,Sun Aug 08 17:07:39 2010
arshasatsangi1,0,0,1,1,1,1,Sun May 14 05:48:09 2017
arshi_bhalla,0,0,1,1,2,0,Sun May 14 15:34:58 2017
arshita_saran,0,0,1,1,0,21,Sun May 14 05:03:37 2017
arti_kandikonda,0,1,1,4,2,4,Fri May 12 15:13:42 2017
arti_satsangi,0,0,1,3,7,3,Wed May 10 14:25:42 2017
artibhatnagar77,0,0,1,1,2,0,Thu May 11 16:03:04 2017
artis2843,0,0,1,4,11,1,Sun May 14 08:19:56 2017
artisaney,0,1,0,74,12,26,Sat Feb 06 14:31:06 2010
arun_0022,0,1,1,2,0,0,Sat May 13 12:34:20 2017
arunade95340982,0,0,1,1,0,0,Sun May 14 04:15:25 2017
arunarajput1,0,0,1,1,0,1,Sat May 13 14:20:34 2017
arunasharma,0,1,2,13,48,23,Sat Feb 27 06:49:47 2010
arunathcst,0,1,0,41,5,5,Tue Mar 14 18:11:54 2017
arunduggalggn,0,0,1,1,10,3,Sun May 14 00:18:10 2017
arunkumarmuni3,0,0,1,1,0,0,Sun May 14 05:03:19 2017
aruntaneja78910,0,0,1,4,0,20,Sat May 13 07:37:13 2017
arvinduikey15,0,0,1,1,1,0,Sun May 14 00:44:18 2017
arvindzood1,0,0,1,1,0,0,Sun May 14 00:46:13 2017
aryanchopra73,0,0,1,1,0,0,Sun May 14 03:37:24 2017
arz_bhatia,0,0,1,5,0,20,Sat May 13 13:36:53 2017
arztanwardrnn,0,0,1,1,19,88,Wed May 10 09:22:12 2017
as_panwar,0,0,1,1,4,2,Sun May 14 00:15:28 2017
asbhatnagar,0,0,1,180,365,92,Tue Sep 15 12:05:32 2009
aseemviewly,0,0,1,5,3,25,Fri May 12 15:59:36 2017
ashabhasin04,0,0,1,1,2,0,Fri May 12 05:09:12 2017
ashalatasaxena1,0,0,1,1,0,0,Wed May 10 12:36:05 2017
ashamathur6,0,0,1,1,0,1,Sun May 14 06:31:45 2017
ashasinha14may,0,0,1,1,1,2,Sun May 14 04:43:49 2017
ashavadapalli,0,0,1,1,0,21,Sun May 14 00:58:16 2017
ashish7119,0,0,1,1,0,20,Tue May 16 02:03:17 2017
ashish_ahuja15,0,1,0,2,2,5,Sun May 14 00:51:46 2017
ashish_goli,0,0,1,1,1,1,Sat May 13 02:14:04 2017
ashishalagh1405,0,0,1,1,0,0,Sun May 14 07:42:09 2017
ashishmth,0,0,1,377,360,939,Mon Oct 05 09:26:26 2009
ashishsethia,0,0,1,137,213,528,Thu Jun 19 06:34:47 2008
ashok14044006,1,0,2,3,0,21,Sun May 14 04:35:40 2017
ashok55574,0,0,1,1,0,0,Sun May 14 05:03:48 2017
ashok8033,0,0,1,1,8,30,Sun May 14 04:10:11 2017
ashokKu38836577,0,0,1,1,0,0,Sun May 14 01:52:22 2017
ashok_bhatkar,0,0,1,1,11,30,Thu May 11 14:28:21 2017
ashok_mehla,0,1,0,2,0,0,Sun May 14 14:37:43 2017
ashok_satsangi,0,2,1,43,8,5,Sun May 14 00:44:02 2017
ashok_virmani,0,0,1,1,2,1,Sun May 14 00:11:28 2017
ashok_wahal,0,0,1,1,1,20,Sun May 14 04:09:47 2017
ashokku86541406,0,0,1,1,3,9,Sun May 14 07:38:34 2017
ashokkumarg623,0,0,1,1,0,1,Sun May 14 05:27:06 2017
ashrivastava01,0,1,0,2,1,1,Mon May 15 01:39:10 2017
ashta_aman,0,0,1,1,1,0,Sun May 14 06:10:15 2017
ashu_ashu123456,0,0,1,1,0,0,Sun May 14 04:43:22 2017
ashutoshgupta88,0,0,1,278,45,55,Fri Oct 02 18:31:57 2009
ashwani98856337,0,0,1,1,0,0,Sun May 14 13:29:59 2017
astuti_sharma,0,0,1,1,0,20,Sun May 14 04:13:09 2017
astutibb,0,0,1,124,147,156,Tue Jun 23 09:23:33 2009
asvin_chaman,0,0,1,4,17,73,Wed Nov 30 04:28:05 2016
asyadav2010,0,0,1,7,1,7,Sun May 14 00:15:33 2017
atulmat1908,0,0,1,1,18,6,Thu May 11 01:49:15 2017
aulakh_rashpal,0,1,0,92,7,43,Sun May 14 15:07:20 2017
avasthi_amit,0,0,2,8721,4393,3612,Wed Jun 15 10:14:48 2011
avdeshpal2000,0,0,1,4,1,21,Mon May 15 01:16:23 2017
avinashnij1,0,1,0,139,4,2,Thu Dec 04 18:12:01 2014
avinodcharles,0,0,1,4,0,2,Sun May 14 16:10:01 2017
avneet86bh,0,0,1,1,0,1,Sun May 14 15:34:04 2017
avnesh1175,0,2,0,31,0,1,Sun May 14 05:20:07 2017
avsrao20,0,0,1,6,1,19,Sat May 13 15:49:46 2017
avtar_grover,0,0,1,1,0,0,Sat May 13 23:06:26 2017
ayushmishrars,0,0,1,4,0,0,Sun May 14 07:35:37 2017
ayushnigambol,0,0,1,1,2,1,Thu May 11 14:00:32 2017
b9948dd7685a4be,0,1,0,44,6,54,Sun May 14 05:11:17 2017
b_kameshwararao,0,0,1,4,1,1,Sun May 14 15:01:51 2017
b_raies,0,0,1,1,0,0,Sun May 14 04:32:34 2017
baaniglobal,0,0,2,2,2,20,Sun May 14 04:30:01 2017
baarat3,0,0,1,1,3,2,Wed May 17 03:25:55 2017
babulal47231021,0,0,1,1,2,9,Sun May 14 09:16:10 2017
babulaldewasi01,0,1,0,1,6,1,Thu May 11 17:55:59 2017
babusaran6,0,0,1,1,0,0,Sun May 14 05:37:02 2017
bagyalakshmikdp,0,1,1,5,0,1,Sun May 14 13:26:48 2017
bai_saraswati,0,0,1,2,0,1,Sun May 14 14:01:54 2017
bakshi_manju,0,0,1,1,1,21,Thu May 11 18:59:26 2017
bala_kiron,0,0,1,1,1,40,Sun May 14 05:19:38 2017
bala_swapna,0,0,1,1,0,21,Sat May 13 12:02:58 2017
baladevi1010,0,0,1,1,3,0,Fri May 12 11:23:53 2017
baladevinasir1,0,1,0,3,0,21,Sun May 14 16:03:52 2017
balakri36678878,0,0,1,1,0,0,Sat May 13 14:35:28 2017
balaranigupta2,0,0,1,1,0,0,Sun May 14 04:13:49 2017
balbir_ruproy,0,0,1,1,1,1,Sat May 13 11:08:55 2017
balbirsainichd1,0,0,1,1,1,0,Fri May 12 12:47:56 2017
baldev_litt,0,0,2,2,1,1,Sun May 14 07:59:03 2017
baldevksharma09,0,0,1,1,0,0,Sun May 14 06:41:09 2017
baliramkhare2,0,0,1,2,1,20,Thu May 18 06:15:00 2017
baljinder72491,0,0,1,1,0,1,Sat May 13 17:20:45 2017
baljindervn,1,0,0,1,0,0,Sun May 14 03:16:42 2017
baljit6669,0,0,1,1,1,16,Sun May 14 03:35:14 2017
balwantrslldh,0,0,1,1,0,1,Sun May 14 00:12:05 2017
bantisuri7111,0,1,1,5,1,0,Thu May 11 07:57:52 2017
bantykumar1234,0,0,1,1,0,0,Sun May 14 04:37:51 2017
baranwal_aayush,0,0,1,1,1,1,Sun May 14 07:55:21 2017
baranwal_soni,0,2,2,18,1,2,Mon May 15 04:27:23 2017
barnwal_subhash,0,1,0,6,2,2,Sat May 13 23:46:58 2017
barnwalr1985,0,2,0,6,0,21,Sat May 13 19:02:24 2017
barun1052,0,0,1,2,1,22,Sun May 14 01:12:13 2017
baryam_singh,0,0,1,1,4,2,Fri May 12 12:55:15 2017
basant20471,0,0,1,1,0,0,Sun May 14 04:48:26 2017
basant_malhotra,0,0,1,1,3,3,Sun May 14 04:33:36 2017
basantkumariupa,0,0,1,1,0,1,Sat May 13 04:15:12 2017
basmatiadevi,0,2,1,3,1,21,Sun May 14 10:18:16 2017
basudev_sah,0,7,0,11,7,35,Sun May 14 09:14:17 2017
batra_hina,0,0,1,1,1,2,Sun May 14 00:27:12 2017
batramahima1,0,2,0,18,0,0,Wed May 17 13:47:03 2017
bbhushan123,0,0,2,108,136,213,Thu Dec 31 14:57:55 2009
bbksinha,0,0,1,1,0,0,Sun May 14 13:09:28 2017
bbpmairh,0,0,1,3,1,1,Sun May 14 03:25:23 2017
bc60e4b6db1b4fb,0,1,1,3,3,55,Sun May 14 09:20:03 2017
bd_varandani,0,0,1,1,1,1,Sun May 14 00:50:15 2017
bdhingra007,0,1,1,2,8,1,Fri May 12 22:03:32 2017
beenavn,0,0,1,1,0,0,Sun May 14 04:58:16 2017
behera_sukanti,0,0,1,1,0,21,Sun May 14 05:32:06 2017
bhagirath5157,0,0,1,1,1,20,Sun May 14 10:48:32 2017
bhagirathmalsa6,0,0,1,2,0,1,Sun May 14 05:29:43 2017
bhagwanda1,0,0,1,1,0,0,Sun May 14 05:43:55 2017
bhagwanrb,0,0,1,4,0,0,Sun May 14 01:47:54 2017
bhagwansingh1a,0,0,1,1,0,0,Sun May 14 05:00:25 2017
bhagwatiag70,0,0,1,1,5,21,Sun May 14 01:17:28 2017
bhagya97408474,0,0,1,1,0,1,Sun May 14 12:08:45 2017
bhagyaraju85,0,2,1,8077,229,2388,Thu Aug 20 14:35:46 2009
bhakisharma,0,0,1,1,0,0,Fri May 12 16:55:54 2017
bhakti2003,0,0,1,1,1,0,Sat May 13 16:01:58 2017
bhakti_neha,0,0,1,1,0,1,Sat May 13 02:43:06 2017
bhalla_sanjeeta,0,2,1,1042,70,90,Tue Jun 14 17:34:17 2011
bhandari_shabd,0,0,1,1,9,1,Sun May 14 04:41:07 2017
bhanot_sunaina,0,0,1,2,0,0,Sat May 13 08:22:14 2017
bhanumathi_v,0,1,2,3,2,1,Sun May 14 00:42:24 2017
bhanumathirmy,0,0,1,1,0,0,Mon May 15 01:25:43 2017
bhanwar73016203,0,0,2,6,5,21,Sat May 13 18:11:18 2017
bhanwaridevi,0,1,0,1,1,2,Thu May 11 17:43:57 2017
bharath18041451,0,0,1,1,2,2,Sun May 14 03:45:30 2017
bharathibol,0,0,1,1,0,1,Thu May 11 14:03:29 2017
bharattalwar12,0,0,1,1,0,0,Sun May 14 05:11:06 2017
bhardwaj_hina,0,0,1,1,0,69,Sun May 14 01:11:15 2017
bharti73207559,0,0,1,2,2,1,Sun May 14 08:47:46 2017
bharti_sashi,0,0,1,1,0,0,Sun May 14 03:57:18 2017
bhaskarkhushbu0,0,0,1,1,0,3,Sun May 14 00:39:55 2017
bhat_naman,0,1,1,2,2,21,Sun May 14 04:05:47 2017
bhati_rachna,0,0,1,1,1,0,Sat May 13 15:25:10 2017
bhatia_saran,0,0,2,3,9,8,Sat May 13 10:45:04 2017
bhatnagar_lata,0,1,0,22,4,5,Fri May 12 05:22:59 2017
bhatnagar_vinit,0,0,1,5,6,9,Wed May 10 04:42:50 2017
bhatnagarprade2,0,0,1,4,0,0,Sun May 14 03:22:45 2017
bhattankit24,0,0,1,1,0,0,Sat May 13 14:19:06 2017
bhav_durga,0,0,1,1,1,0,Mon May 15 14:23:56 2017
bhavana_03,0,0,1,2,4,54,Fri May 12 12:00:43 2017
bhavanibejjanki,0,0,1,6,1,6,Fri May 12 03:14:54 2017
bhavnakhurana14,0,0,1,1,0,2,Sun May 14 07:19:21 2017
bhawnamehta17,0,0,1,1,0,0,Sun May 14 05:45:55 2017
bhawnatanu123,0,0,1,1,3,0,Sat May 13 07:32:36 2017
bhnarasingarao1,0,0,1,1,0,1,Fri May 12 04:33:06 2017
bholanath54645,0,0,1,4,0,0,Sun May 14 01:33:26 2017
bhoomi321,0,0,1,1,0,0,Sun May 14 09:46:41 2017
bhoomi_goyal,0,0,1,1,0,1,Sat May 13 18:19:33 2017
bhumesh_kabi,0,0,1,1,0,0,Fri May 12 17:52:34 2017
bhupendra_pars,0,0,1,1,1,1,Sun May 14 00:26:21 2017
bhupi_2017,0,0,1,1,0,0,Sun May 14 04:34:11 2017
bhupind81290191,0,0,1,1,0,0,Sun May 14 11:39:48 2017
bhushan_surat,1,1,0,8,7,8,Mon May 08 14:23:42 2017
bijouamu,0,0,1,695,89,158,Sun Mar 07 14:13:31 2010
bimal_devi,0,0,1,1,0,0,Sun May 14 05:17:21 2017
bimlade91042123,0,0,1,2,0,1,Sun May 14 05:14:59 2017
binay01283085,0,0,1,2,0,1,Sun May 14 00:17:22 2017
binaykpandey,1,0,0,1,0,1,Sun May 14 08:08:14 2017
binda_devi,0,5,0,16,3,3,Sun May 14 12:22:40 2017
binderrsldh,0,1,1,3,0,21,Sun May 14 00:44:08 2017
bindya_sharma,0,2,0,6,0,0,Sun May 14 03:10:06 2017
bintikaushal,0,0,2,16,41,124,Sun Aug 14 11:09:36 2011
bintirana9,0,0,1,1,0,0,Sun May 14 03:27:44 2017
bipinku19794160,0,0,1,1,0,0,Sun May 14 07:07:51 2017
birmi_devi,0,0,1,1,0,1,Sun May 14 05:23:09 2017
birsinghparjap1,0,1,0,1,1,4,Tue May 16 05:48:55 2017
bishwascg,0,1,0,7,21,36,Thu Aug 25 09:43:02 2016
bitanipal,0,0,1,5,1,21,Fri May 12 11:51:37 2017
bl36998356,0,0,1,1,0,0,Sun May 14 12:21:00 2017
bmtiwari7,0,0,1,2,2,0,Sun May 14 02:52:25 2017
bnvr_guptha,0,0,1,1,0,0,Sun May 14 01:53:40 2017
boby72655574,0,1,0,18,0,22,Sun May 14 05:51:05 2017
bongimanmadha,0,0,1,4,0,20,Thu May 11 06:29:22 2017
bongisyamal,0,0,1,4,0,0,Thu May 11 07:04:23 2017
bossz53681426,0,1,1,2,0,0,Mon May 15 07:39:32 2017
bpremprakash1,0,0,1,1,4,0,Sun May 14 00:40:43 2017
bpremswaroop,0,0,1,3,0,1,Thu May 11 01:53:39 2017
br_moolaramji,0,2,1,8,0,14,Sat May 13 08:49:29 2017
brahmanandam16,0,0,1,3,1,0,Fri May 12 01:59:38 2017
branchhamburg,0,0,3,12,17,5,Mon May 08 18:05:28 2017
brij_jhanwar,0,1,0,2,0,1,Mon May 15 13:48:06 2017
brijmohan834733,0,0,1,1,4,22,Sat May 13 14:18:35 2017
brijwasi_sharma,0,0,1,1,0,0,Sat May 13 14:31:58 2017
brsa02issari,0,0,1,2,0,0,Sun May 14 00:11:17 2017
bsVashistha,0,0,1,1,0,2,Sat May 13 05:13:58 2017
bsbaranwal,0,3,0,292,57,147,Tue Apr 12 20:39:29 2011
bshankar99,0,2,0,27,1,2,Tue Sep 27 03:36:34 2011
bsita7,0,0,1,1,0,0,Sun May 14 00:34:08 2017
bskaushal4,0,0,1,4,2,0,Sun May 14 01:28:16 2017
btcnarendra786,0,0,1,1,0,21,Sat May 13 12:14:27 2017
buchiraju7,0,0,1,1,0,0,Sat May 13 14:24:56 2017
buddhan_yadav,0,0,1,2,0,20,Wed May 10 12:55:40 2017
bulusuchrao,0,1,1,4,0,0,Thu May 11 14:10:35 2017
buullireddy,0,0,1,1,0,0,Sun May 14 03:37:25 2017
bvk_chaitanya,0,0,1,1,0,0,Sun May 14 01:02:59 2017
bvlaxmi,0,1,1,2,0,0,Thu May 11 14:20:31 2017
c4f002a635d8456,0,1,0,24,3,46,Sun May 14 05:11:29 2017
c_satsangi,0,2,4,12,8,0,Wed May 10 14:46:09 2017
cadasarathan,0,0,1,1,0,0,Sun May 14 08:33:42 2017
candyshrivasta1,0,0,1,4,0,20,Sun May 14 06:00:08 2017
canitin124,0,0,1,1,2,80,Sun May 14 04:38:52 2017
capiyushthakur2,0,1,0,1,0,0,Sun May 14 00:47:29 2017
cbsyadav1,0,0,1,1,0,20,Sun May 14 05:13:59 2017
ccshweta1,0,0,1,1,2,1,Sat May 13 13:15:20 2017
cdeepprakash,0,1,0,19,6,76,Sat May 13 03:29:47 2017
ch_guruprasad,0,1,0,4,1,1,Sun May 14 00:41:03 2017
ch_lata,0,0,1,1,2,0,Thu May 11 02:12:22 2017
ch_ramaswamy,0,1,1,7,1,0,Thu May 11 15:16:04 2017
chadda_dr,0,1,1,11,5,7,Sat May 13 13:53:55 2017
chadda_pooja,0,1,0,1,0,1,Sun May 14 01:03:52 2017
chaganti_murthy,0,1,0,18,3,2,Sun May 14 09:04:44 2017
chagantisoami,0,0,1,14,29,48,Fri May 28 14:31:09 2010
chahal_amarpal,0,0,1,2,0,32,Sat May 13 03:58:56 2017
chahatvn,0,0,1,1,0,0,Sun May 14 03:56:08 2017
chaitanyanune,0,0,1,1,2,13,Thu May 11 09:34:58 2017
champadevi14,0,1,0,3,0,9,Sat May 13 18:22:07 2017
chanchaljindal,0,0,1,1,21,2,Sat Mar 13 10:03:06 2010
chanchalpratap1,0,0,1,3,1,1,Sun May 14 00:26:15 2017
chanchalpreetrs,0,0,1,1,5,20,Sat May 13 05:58:33 2017
chandan56057195,0,0,1,1,0,0,Sun May 14 07:34:19 2017
chandasharma251,0,1,1,2,0,20,Sun May 14 03:31:29 2017
chandgiram14,0,0,2,3,4,1,Sun May 14 04:47:23 2017
chandkapoor9,0,0,1,4,0,0,Sat May 13 06:39:07 2017
chandkisorkhar1,0,0,1,2,0,0,Thu May 18 02:55:22 2017
chandni57916568,0,0,1,1,0,22,Sun May 14 06:16:32 2017
chandprakash898,0,1,0,2,1,21,Sat May 13 17:02:19 2017
chandra33420143,0,1,0,10,0,2,Sun May 14 01:01:53 2017
chandra58822390,0,0,1,1,0,0,Sun May 14 00:36:18 2017
chandra73180909,0,1,0,11,2,57,Mon May 15 11:32:17 2017
chandra79077739,0,0,1,1,0,0,Sun May 14 01:31:56 2017
chandra_chopra,0,0,1,0,0,0,Thu May 11 12:15:33 2017
chandrakala0903,0,0,1,1,3,20,Sun May 14 05:07:25 2017
chandrasrivast8,0,0,1,4,0,0,Sun May 14 08:10:02 2017
chandravatiTri1,0,0,1,2,1,20,Wed May 10 12:40:29 2017
chandrayaboloru,0,0,1,1,1,1,Sun May 14 00:43:22 2017
charan08295427,0,0,1,1,1,0,Fri May 12 02:23:13 2017
