handle,ID String,Tweet,Retweet,Reply,Total,#tweets,#followers,#friends,Joining Date,n-cubit related %age,Score-English,Score-Universal,Score-Network,Score-Content,Score-Sentiment,Score-Temporal,Score-Friend,Score-User
DahraMauj,864294974455554048,1,0,0,1,1,1,0,Tue May 16 01:42:34 2017,1.0,0.997142857143,0.789786602043,0.840246053348,1.0,0.361346662576,0.787951843463,0.793147133651,0.783886357497
Daisykindia,863582940495626240,0,1,0,1,8,1,20,Sun May 14 02:33:12 2017,0.125,0.66,0.56,0.965179950768,0.69,0.69,0.696154759711,0.88,0.637757847534
DakshTanwar9,863758736317231104,1,0,0,1,1,0,20,Sun May 14 14:11:45 2017,1.0,0.997142857143,0.789786602043,0.840246053348,1.0,0.361346662576,0.787951843463,0.793147133651,0.783886357497
Dakshay80359549,862853902172946432,1,0,0,1,1,0,0,Fri May 12 02:16:16 2017,1.0,0.997142857143,0.789786602043,0.840246053348,1.0,0.361346662576,0.787951843463,0.793147133651,0.783886357497
DaleVijayta,863733588398702592,0,1,0,1,16,8,15,Sun May 14 12:31:49 2017,0.0625,0.51,0.51,0.58,0.73,0.78,0.48,0.66,0.43
Daljeet76260349,863584310338752512,1,0,0,1,1,0,1,Sun May 14 02:38:39 2017,1.0,0.997142857143,0.789786602043,0.840246053348,1.0,0.361346662576,0.787951843463,0.793147133651,0.783886357497
DaljeetSGill,2565189330,1,0,0,1,4,29,108,Fri Jun 13 12:14:45 2014,0.25,0.65,0.39,0.846216006216,0.76,0.76,0.75,0.793147133651,0.36
DamyantiJuneja,868867442457460736,0,1,0,1,16,2,1,Sun May 28 16:31:55 2017,0.0625,0.69,0.65,0.75,0.8,0.59,0.699312872284,0.88,0.61
Danandswaroopa1,863565263240912898,1,0,0,1,1,0,1,Sun May 14 01:22:57 2017,1.0,0.91,0.789786602043,0.840246053348,0.9,0.361346662576,0.787951843463,0.793147133651,0.783886357497
Danel26798059,863925370545774593,1,0,0,1,1,0,0,Mon May 15 01:13:54 2017,1.0,0.56,0.789786602043,0.840246053348,0.75,0.361346662576,0.787951843463,0.793147133651,0.783886357497
Danny42460582,864114260477128704,0,1,0,1,4,0,1,Mon May 15 13:44:28 2017,0.25,0.67,0.62,0.749305555556,0.88,0.82,0.914915005347,0.88,0.77
Darshan16381860,861071731599048704,0,1,0,1,77,49,67,Sun May 07 04:14:33 2017,0.012987012987,0.5,0.52,0.52,0.49,0.65,0.56,0.57,0.44
Darshan26480365,863331301352460288,1,2,0,3,9,6,24,Sat May 13 09:53:16 2017,0.333333333333,0.69,0.63,0.558333333333,0.74,0.73,0.75,0.58,0.61
Darshan45108569,863742049509449728,0,2,0,2,4,0,22,Sun May 14 13:05:27 2017,0.5,0.72,0.73,0.989090909091,0.85,0.82,0.937330373206,0.86,0.73
DarshanDayal2,863607138404376576,1,0,0,1,1,3,2,Sun May 14 04:09:21 2017,1.0,0.99,0.789786602043,0.840246053348,0.98,0.361346662576,0.787951843463,0.793147133651,0.783886357497
Darshankaur94,863613253146071040,0,0,1,1,1,9,26,Sun May 14 04:33:39 2017,1.0,0.81,0.44,0.803186734523,0.78,0.89,0.99,0.793147133651,0.68
DasAarti,1036979480,1,0,0,1,7,47,115,Wed Dec 26 12:03:27 2012,0.142857142857,0.66,0.38,0.931568963514,0.88,0.9,0.77,0.4,0.27
DasiAmritMalhot,868155881283649536,0,1,0,1,2,2,28,Fri May 26 17:24:26 2017,0.5,0.66,0.59,0.776301438646,0.76,0.5,0.962305822347,0.89,0.67
Dayal00870742,859085049353850880,3,0,0,3,72,14,61,Mon May 01 16:40:11 2017,0.0416666666667,0.34,0.36,0.18,0.58,0.68,0.27,0.44,0.53
Dayal1Darshan,862670707100143616,1,0,0,1,2,1,21,Thu May 11 14:08:19 2017,0.5,0.68,0.56,0.797621863222,0.68,0.72,0.787951843463,0.88,0.48
DayalAdhar,863442108379779073,1,0,0,1,3,0,0,Sat May 13 17:13:35 2017,0.333333333333,0.72,0.705534391534,0.840246053348,0.88,0.9,0.94,0.793147133651,0.51
DayalAggarwal,863679748333072384,1,0,0,1,1,0,0,Sun May 14 08:57:53 2017,1.0,0.997142857143,0.789786602043,0.840246053348,1.0,0.361346662576,0.787951843463,0.793147133651,0.783886357497
DayalBaranwa,863742272474689537,0,1,0,1,16,0,1,Sun May 14 13:06:20 2017,0.0625,0.64,0.58,0.92,0.79,0.57,0.838766952569,0.87,0.56
DayalBarnwal,863592946775580673,1,0,0,1,1,14,149,Sun May 14 03:12:58 2017,1.0,0.997142857143,0.789786602043,0.840246053348,1.0,0.361346662576,0.787951843463,0.793147133651,0.783886357497
DayalDushyant,863058250576519169,2,0,0,2,6,4,3,Fri May 12 15:48:16 2017,0.333333333333,0.44,0.39,0.803186734523,0.71,0.73319391635,0.9,0.793147133651,0.49
DayalKohli,863718498391826432,1,0,0,1,1,1,1,Sun May 14 11:31:51 2017,1.0,0.87,0.789786602043,0.840246053348,0.8,0.803684210526,0.787951843463,0.793147133651,0.783886357497
DayalLodge,218481929,0,1,0,1,532,371,585,Mon Nov 22 13:28:01 2010,0.00187969924812,0.21,0.2,0.23,0.21,0.34,0.37,0.08,0.26
DayalMat,863371303142567936,1,0,0,1,1,0,1,Sat May 13 12:32:14 2017,1.0,0.99,0.789786602043,0.840246053348,0.98,0.361346662576,0.787951843463,0.793147133651,0.783886357497
DayalPilli,863645144482029568,1,1,0,2,2,0,0,Sun May 14 06:40:23 2017,1.0,0.61,0.54,0.775604697263,0.9,0.361346662576,0.787951843463,0.357956054231,0.487617021277
DayalPrashad,862684457433800705,1,0,0,1,2,0,21,Thu May 11 15:02:57 2017,0.5,0.77,0.61,0.797621863222,0.68,0.423440514469,0.787951843463,0.88,0.48
DayalPyari6,863727834308648960,0,1,0,1,2,2,12,Sun May 14 12:08:57 2017,0.5,0.645,0.65,0.776301438646,0.74,0.64,0.797043934032,0.88,0.88
DayalSafi1,863731606548226049,0,1,0,1,12,1,22,Sun May 14 12:23:57 2017,0.0833333333333,0.72,0.64,0.79,0.64,0.52,0.691118427839,0.78,0.52
DayalSaran8,861918233410064388,1,0,0,1,16,0,22,Tue May 09 12:18:15 2017,0.0625,0.61,0.57,0.86,0.62,0.55,0.801315021933,0.87,0.58
DayalSaranGupta,863739425263542273,1,0,0,1,1,7,63,Sun May 14 12:55:01 2017,1.0,0.72,0.789786602043,0.840246053348,0.89,0.16,0.787951843463,0.793147133651,0.783886357497
DayalSaranv76,863762811905638400,1,0,0,1,1,0,21,Sun May 14 14:27:57 2017,1.0,0.65,0.787833735569,0.803186734523,0.17,0.79,0.787951843463,0.793147133651,0.783886357497
DayalShankarGu1,863612518064959489,0,1,0,1,3,2,4,Sun May 14 04:30:44 2017,0.333333333333,0.66,0.64,1.0,0.86,0.83,0.950759595515,0.88,0.73
DayalSharan10,863751911090118656,0,1,0,1,18,2,20,Sun May 14 13:44:38 2017,0.0555555555556,0.68,0.58,0.78,0.79,0.57,0.864510926259,0.87,0.6
DayalSharanGup2,863559113296556032,1,0,0,1,1,0,0,Sun May 14 00:58:31 2017,1.0,0.87,0.983532829531,0.802706715068,0.91,0.53,0.787951843463,0.793147133651,0.783886357497
DayalSharma6,863601094190149632,1,0,0,1,1,0,2,Sun May 14 03:45:20 2017,1.0,0.997142857143,0.789786602043,0.840246053348,1.0,0.361346662576,0.787951843463,0.793147133651,0.783886357497
DayalSi43793229,862309212352913408,0,2,0,2,15,2,0,Wed May 10 14:11:51 2017,0.133333333333,0.58,0.56,0.53,0.85,0.51,0.837358326829,0.65,0.64
DayalSingh44,862689331697287168,1,0,0,1,2,2,21,Thu May 11 15:22:19 2017,0.5,0.8,0.57,0.797621863222,0.68,0.423440514469,0.787951843463,0.88,0.51
DayalVerma17,863399812565217280,0,1,0,1,19,0,1,Sat May 13 14:25:31 2017,0.0526315789474,0.75,0.5,0.79,0.77,0.54,0.78,0.55,0.66
DayalVerma18,862476562817593348,1,1,0,2,19,10,18,Thu May 11 01:16:51 2017,0.105263157895,0.35,0.31,0.52,0.55,0.72,0.37,0.31,0.36
DayalVsp,863546752091258881,0,1,0,1,3,2,0,Sun May 14 00:09:24 2017,0.333333333333,0.71,0.64,1.0,0.86,0.83,0.941085863623,0.88,0.655019425249
Dayaldevi34,862700979589857280,1,1,0,2,10,0,21,Thu May 11 16:08:36 2017,0.2,0.61,0.51,0.8975,0.79,0.9,0.69,0.707909388136,0.46
Dayalenterpris2,864471156073562112,1,0,0,1,1,0,1,Tue May 16 13:22:39 2017,1.0,0.6,0.618823529412,0.797621863222,0.66,0.75,0.787951843463,0.89,0.59
DayaloJ,864471156073562112,0,1,0,1,5,6,55,Thu May 18 16:47:17 2017,0.2,0.6,0.618823529412,0.797621863222,0.66,0.75,0.787951843463,0.89,0.59
Dayalpyari2017,864025110834851840,2,0,1,3,3,2,1,Mon May 15 07:50:14 2017,1.0,0.66,0.23,0.646703399942,0.92,0.78,0.77,0.793147133651,0.3
Dayalsaranthak1,863397239460417536,1,0,0,1,1,0,0,Sat May 13 14:15:17 2017,1.0,0.86,0.789786602043,0.840246053348,0.91,0.67,0.787951843463,0.793147133651,0.783886357497
DayalsiDRNN,862724749541220353,1,0,0,1,1,10,24,Thu May 11 17:43:03 2017,1.0,0.93,0.789786602043,0.840246053348,0.79,0.34,0.787951843463,0.793147133651,0.783886357497
Dayanan52120465,863613595090923520,0,1,0,1,12,0,22,Sun May 14 04:35:01 2017,0.0833333333333,0.7,0.61,0.96,0.84,0.49,0.789252241664,0.87,0.59
Dayanan52198247,863267466943897600,0,31,0,31,79,4,3,Sat May 13 05:39:37 2017,0.392405063291,0.49,0.44,0.17,0.7,0.61,0.765566468707,0.52,0.54
Dayanan63725575,863551534092742657,1,0,0,1,2,0,20,Sun May 14 00:28:24 2017,0.5,0.76,0.38,0.840246053348,0.88,0.88,0.95,0.793147133651,0.32
DebalGhatak,863564735710732288,0,1,0,1,3,0,1,Sun May 14 01:20:52 2017,0.333333333333,0.66,0.65,1.0,0.86,0.83,0.908304443279,0.88,0.715733613205
Debodevi2,863548641486577664,1,1,0,2,2,1,21,Sun May 14 00:16:54 2017,1.0,0.69,0.51,0.797621863222,0.87,0.713440514469,0.787951843463,0.73,0.48
DeekshaLadla,863571991185375233,1,0,0,1,1,3,2,Sun May 14 01:49:41 2017,1.0,0.96,0.789786602043,0.840246053348,0.97,0.361346662576,0.787951843463,0.793147133651,0.783886357497
Deenday55788977,863345016525160449,1,0,0,1,1,2,1,Sat May 13 10:47:46 2017,1.0,0.84,0.789786602043,0.840246053348,0.87,0.75,0.787951843463,0.793147133651,0.783886357497
DeendayalDeen,863620210858762240,1,0,0,1,1,0,2,Sun May 14 05:01:18 2017,1.0,0.88,0.983532829531,0.802706715068,0.91,0.361346662576,0.787951843463,0.793147133651,0.783886357497
Deensrivastava,865174403956350976,1,0,0,1,1,3,3,Thu May 18 11:57:06 2017,1.0,0.59,0.57,0.776301438646,0.65,0.69,0.962305822347,0.647,0.54
DeepS9248,864094209841790976,2,3,0,5,21,2,2,Mon May 15 12:24:48 2017,0.238095238095,0.59,0.58,0.75,0.76,0.68,0.66,0.53,0.48
DeepaAggarwal20,863598307360354305,1,0,0,1,1,2,0,Sun May 14 03:34:16 2017,1.0,0.98,0.789786602043,0.840246053348,0.84,0.74,0.787951843463,0.793147133651,0.783886357497
DeepaPrasad17,863496594582376450,0,1,0,1,6,1,93,Sat May 13 20:50:06 2017,0.166666666667,0.74,0.6,0.903849064592,0.88,0.68,0.908016340301,0.88,0.685672969967
Deepak123_1,863608843984453633,1,0,0,1,1,4,88,Sun May 14 04:16:08 2017,1.0,0.8,0.789786602043,0.840246053348,0.78,0.361346662576,0.787951843463,0.793147133651,0.783886357497
Deepak281962,863614486774665216,1,0,0,1,1,0,1,Sun May 14 04:38:33 2017,1.0,0.88,0.983532829531,0.802706715068,0.91,0.361346662576,0.787951843463,0.793147133651,0.783886357497
Deepak61762659,863618217998241792,2,0,0,2,3,0,1,Sun May 14 04:53:23 2017,0.666666666667,0.41,0.28,0.646703399942,0.68,0.65,0.8,0.793147133651,0.4
Deepak72715049,863452402007015424,0,9,0,9,44,2,2,Sat May 13 17:54:29 2017,0.204545454545,0.54,0.36,0.27,0.81,0.68,0.67,0.59,0.54
DeepakAnand2011,863732740511989760,1,1,0,2,3,0,15,Sun May 14 12:28:27 2017,0.666666666667,0.79,0.51,0.797621863222,0.83,0.67,0.7,0.546666666667,0.74
DeepakDiwan17,862322558544232448,2,0,0,2,2,1,0,Wed May 10 15:04:53 2017,1.0,0.74,0.507845303867,0.840246053348,0.74,0.361346662576,0.85,0.793147133651,0.41
DeepakDiwan20,863309314567675905,0,1,0,1,6,5,1,Sat May 13 08:25:54 2017,0.166666666667,0.64,0.68,0.854,0.68,0.71,0.54,0.655,0.57
DeepakGogia6,840439061210923009,1,1,0,2,16,56,65,Sat Mar 11 05:47:41 2017,0.125,0.53,0.47,0.65,0.63,0.67,0.66,0.29,0.43
DeepakMarwaha60,840439061210923009,1,0,0,1,1,0,4,Sat May 13 09:20:11 2017,1.0,0.53,0.47,0.65,0.63,0.67,0.66,0.29,0.43
DeepakS15100598,862347576468787201,2,1,1,4,16,27,203,Wed May 10 16:44:18 2017,0.25,0.52,0.53,0.4,0.63,0.74,0.44,0.43,0.54
DeepakVig12,863554383904112640,1,0,0,1,1,0,20,Sun May 14 00:39:43 2017,1.0,0.32,0.789786602043,0.840246053348,0.31,0.361346662576,0.787951843463,0.793147133651,0.783886357497
DeepakY12321983,863550165646426112,1,1,0,2,2,2,21,Sun May 14 00:22:58 2017,1.0,0.75,0.54,0.797621863222,0.87,0.713440514469,0.787951843463,0.73,0.54
Deepaklakhi2,863697764953104385,1,1,0,2,4,3,3,Sun May 14 10:09:28 2017,0.5,0.69,0.607222222222,0.715087719298,0.77,0.72,0.969623671748,0.6,0.5
Deepanj16633049,865209776614985729,1,1,0,2,4,2,1,Thu May 18 14:17:40 2017,0.5,0.65,0.58,0.566115079365,0.76,0.361346662576,0.83,0.77,0.71
Deepanshuj19,863432283210088448,0,1,0,1,15,2,13,Sat May 13 16:34:32 2017,0.0666666666667,0.76,0.48,0.7,0.74,0.54,0.85619614011,0.88,0.88
Deepdayal1,863622944504782849,1,0,0,1,1,0,1,Sun May 14 05:12:10 2017,1.0,0.65,0.787833735569,0.803186734523,0.17,0.79,0.787951843463,0.793147133651,0.783886357497
Deepender_P,863428781570117633,1,0,0,1,1,5,1,Sat May 13 16:20:38 2017,1.0,0.55,0.789786602043,0.840246053348,0.85,0.803684210526,0.787951843463,0.793147133651,0.783886357497
Deepika28706422,863594468137684992,1,0,0,1,1,5,5,Sun May 14 03:19:00 2017,1.0,0.66,0.789786602043,0.840246053348,0.51,0.56,0.787951843463,0.793147133651,0.783886357497
Deepika291123,829227598874025987,1,1,0,2,18,9,67,Wed Feb 08 07:17:20 2017,0.111111111111,0.28,0.25,0.6,0.62,0.8,0.58,0.35,0.25
DeepikaPrakash9,863795419242954754,1,0,0,1,1,1,0,Sun May 14 16:37:31 2017,1.0,0.997142857143,0.789786602043,0.840246053348,1.0,0.361346662576,0.787951843463,0.793147133651,0.783886357497
Deepika_sinha1,863578094199865344,1,0,0,1,1,1,21,Sun May 14 02:13:56 2017,1.0,0.64,0.789786602043,0.840246053348,0.7,0.72,0.787951843463,0.793147133651,0.783886357497
Deepmala_2017,863716176710385664,0,2,0,2,22,3,11,Sun May 14 11:22:38 2017,0.0909090909091,0.55,0.39,0.69,0.73,0.69,0.79,0.36,0.53
Deepran97559425,863546855711531008,0,1,0,1,17,2,22,Sun May 14 00:09:49 2017,0.0588235294118,0.72,0.54,0.81,0.79,0.6,0.824736234054,0.87,0.63
DeepshikhaNiga2,862337613948047360,1,1,0,2,8,11,22,Wed May 10 16:04:43 2017,0.25,0.59,0.65,0.751380952381,0.74,0.63,0.86,0.56,0.51
DeeptiAsthana26,863626156351791104,1,0,0,1,1,1,3,Sun May 14 05:24:55 2017,1.0,0.823333333333,0.789786602043,0.840246053348,0.823333333333,0.9,0.787951843463,0.793147133651,0.783886357497
Deepti_Prasad7,863735211288256514,1,0,0,1,4,1,31,Sun May 14 12:38:16 2017,0.25,0.86,0.58,0.99,0.91,0.94,0.71,0.793147133651,0.62
Deepugill10,863615976302096385,0,1,0,1,2,0,2,Sun May 14 04:44:28 2017,0.5,0.675,0.7,0.776301438646,0.74,0.64,0.925489416139,0.88,0.718116591928
Deiatulsuri,862673599806582784,1,1,0,2,8,13,21,Thu May 11 14:19:48 2017,0.25,0.5,0.42,0.662832080201,0.62,0.75,0.7,0.5,0.42
DeidepPoonam,863562121329623041,1,1,0,2,6,1,1,Sun May 14 01:10:28 2017,0.333333333333,0.44,0.55,0.493333333333,0.67,0.76,0.51,0.69,0.6
Deinehamehta,841275300877021184,2,0,0,2,34,98,25,Mon Mar 13 13:10:36 2017,0.0588235294118,0.48,0.4,0.45,0.54,0.43,0.35,0.51,0.27
DeoSarat,864868752046739456,1,0,0,1,1,1,21,Wed May 17 15:42:33 2017,1.0,0.997142857143,0.789786602043,0.840246053348,1.0,0.361346662576,0.787951843463,0.793147133651,0.783886357497
Deva_Ram21,864529721475858432,1,0,0,1,1,1,0,Tue May 16 17:15:22 2017,1.0,0.96,0.789786602043,0.840246053348,0.97,0.361346662576,0.787951843463,0.793147133651,0.783886357497
Devansh2404,863619313218969601,1,0,0,1,1,6,6,Sun May 14 04:57:44 2017,1.0,0.94,0.787833735569,0.803186734523,0.91,0.361346662576,0.787951843463,0.793147133651,0.783886357497
DevantiDevi6,863584184492740608,0,1,0,1,18,1,2,Sun May 14 02:38:09 2017,0.0555555555556,0.6,0.63,0.86,0.75,0.6,0.827989916257,0.74,0.52
DevashishMukhe5,863550881119305728,1,0,0,1,1,1,1,Sun May 14 00:25:48 2017,1.0,0.79,0.789786602043,0.840246053348,0.8,0.7,0.787951843463,0.793147133651,0.783886357497
Devende086119,863554925631897600,1,0,0,1,1,17,66,Sun May 14 00:41:53 2017,1.0,0.997142857143,0.789786602043,0.840246053348,1.0,0.361346662576,0.787951843463,0.793147133651,0.783886357497
Devendr09145367,863624775129747456,0,1,0,1,11,0,21,Sun May 14 05:19:26 2017,0.0909090909091,0.71,0.65,0.776904761905,0.77,0.53,0.699312872284,0.88,0.61
Devendr46439901,863553618343059456,0,1,0,1,4,2,2,Sun May 14 00:36:41 2017,0.25,0.58,0.7,0.929083662714,0.78,0.81,0.947057717745,0.75,0.48
Devendr48813230,863620658365947904,1,0,0,1,2,0,0,Sun May 14 05:03:05 2017,0.5,0.62,0.601530405426,0.840246053348,0.71,0.89,0.993714272013,0.793147133651,0.38
Devendra9534171,863771974820081664,1,0,0,1,1,1,25,Sun May 14 15:04:21 2017,1.0,0.87,0.983532829531,0.802706715068,0.91,0.53,0.787951843463,0.793147133651,0.783886357497
DeveshSinghCh12,863716133953826816,1,1,0,2,3,29,96,Sun May 14 11:22:28 2017,0.666666666667,0.64,0.61,0.880698422738,0.77,0.64,0.797043934032,0.88,0.58
Devi60Gyan,863555191911587840,1,0,0,1,1,0,20,Sun May 14 00:42:56 2017,1.0,0.997142857143,0.789786602043,0.840246053348,1.0,0.361346662576,0.787951843463,0.793147133651,0.783886357497
DeviBirmi,863623499335716864,1,0,0,1,1,0,1,Sun May 14 05:14:22 2017,1.0,0.87,0.833521895116,0.765439788732,0.8,0.74,0.787951843463,0.793147133651,0.783886357497
DeviChanchal,863623499335716864,1,0,0,1,1,0,0,Sun May 14 04:59:26 2017,1.0,0.87,0.833521895116,0.765439788732,0.8,0.74,0.787951843463,0.793147133651,0.783886357497
DeviGayanti,864002837096910848,0,1,0,1,3,0,1,Mon May 15 06:21:43 2017,0.333333333333,0.65,0.63,0.833416290727,0.63,0.64,0.947044232111,0.75,0.597617021277
DeviJagtaran,863346327706415104,0,4,0,4,15,11,3,Sat May 13 10:52:59 2017,0.266666666667,0.67,0.49,0.61,0.73,0.48,0.85,0.62,0.56
DeviMithilesh,863558268978774016,1,1,0,2,3,9,33,Sun May 14 00:55:10 2017,0.666666666667,0.71,0.61,0.880698422738,0.82,0.64,0.947044232111,0.88,0.63
DeviPhool,863571094959247361,1,0,0,1,1,0,20,Sun May 14 01:46:08 2017,1.0,0.8,0.789786602043,0.840246053348,0.82,0.91,0.787951843463,0.793147133651,0.783886357497
DeviPrabhawati,862675732279046147,1,0,0,1,2,0,4,Thu May 11 14:28:17 2017,0.5,0.66,0.404285714286,0.803186734523,0.87,0.88,0.05,0.793147133651,0.55
DeviPremlata,863595519922364416,1,0,0,1,1,0,0,Sun May 14 03:23:11 2017,1.0,0.8,0.789786602043,0.840246053348,0.82,0.91,0.787951843463,0.793147133651,0.783886357497
DeviRajbanti,864372377861357569,0,1,0,1,39,4,2,Tue May 16 06:50:08 2017,0.025641025641,0.56,0.45,0.7,0.72,0.62,0.5,0.58,0.35
DeviSareefa,863619058431696896,0,0,1,1,1,0,1,Sun May 14 04:56:43 2017,1.0,0.93,0.833521895116,0.765439788732,0.87,0.361346662576,0.787951843463,0.793147133651,0.783886357497
DeviSavitiri,863621103012331520,1,0,0,1,1,0,1,Sun May 14 05:04:51 2017,1.0,0.94,0.833521895116,0.765439788732,0.98,0.46,0.787951843463,0.793147133651,0.783886357497
DeviShantidevi,863619224706494473,1,0,0,1,1,0,2,Sun May 14 04:57:23 2017,1.0,0.88,0.983532829531,0.802706715068,0.91,0.361346662576,0.787951843463,0.793147133651,0.783886357497
DeviTenki,863605011254722560,0,1,0,1,18,1,2,Sun May 14 04:00:54 2017,0.0555555555556,0.6,0.6,0.86,0.78,0.64,0.879567407431,0.74,0.49
Deviduttverma1,863593794679304192,1,0,0,1,1,2,2,Sun May 14 03:16:20 2017,1.0,0.56,0.789786602043,0.840246053348,0.75,0.361346662576,0.787951843463,0.793147133651,0.783886357497
Devinde12556334,863578894208729088,0,1,0,1,2,1,1,Sun May 14 02:17:07 2017,0.5,0.695,0.68,0.776301438646,0.74,0.64,0.952305822347,0.88,0.768640928238
DevulpalliPs,863412252560338944,1,0,0,1,1,6,0,Sat May 13 15:14:57 2017,1.0,0.96,0.789786602043,0.840246053348,0.57,0.95,0.787951843463,0.793147133651,0.783886357497
DevyaniGupta7,863770964693311488,1,0,0,1,1,0,0,Sun May 14 15:00:20 2017,1.0,0.65,0.789786602043,0.840246053348,0.65,0.88,0.787951843463,0.793147133651,0.783886357497
DhairyaKumar12,863622982479958016,1,0,0,1,1,0,1,Sun May 14 05:12:19 2017,1.0,0.95,0.789786602043,0.840246053348,0.86,0.361346662576,0.787951843463,0.793147133651,0.783886357497
DhaklaRai,863603904533188608,0,3,0,3,5,6,99,Sun May 14 03:56:30 2017,0.6,0.66,0.64,0.760666666667,0.85,0.75,0.81,0.72,0.63
DhakreDeepa,863616035705966592,0,1,0,1,7,0,1,Sun May 14 04:44:42 2017,0.142857142857,0.74,0.63,0.965179950768,0.88,0.69,0.902845015784,0.88,0.786601218848
DhallDiksha,863329199527870466,1,1,0,2,2,4,1,Sat May 13 09:44:55 2017,1.0,0.73,0.502361541108,0.797621863222,0.9,0.361346662576,0.787951843463,0.635815162069,0.597617021277
DhallNandlal,863374486560677888,1,1,0,2,2,1,1,Sat May 13 12:44:53 2017,1.0,0.71,0.482361541108,0.797621863222,0.9,0.361346662576,0.787951843463,0.635815162069,0.557617021277
DhallShobha,863372488817889282,1,1,0,2,2,1,1,Sat May 13 12:36:56 2017,1.0,0.72,0.482361541108,0.797621863222,0.9,0.361346662576,0.787951843463,0.635815162069,0.557617021277
DhanaShekhar6,862354957688647680,1,0,0,1,6,10,15,Wed May 10 17:13:38 2017,0.166666666667,0.62,0.53,0.709166666667,0.71,0.82,0.63,0.62,0.53
Dhananj15163696,863553704200355840,1,0,0,1,1,0,1,Sun May 14 00:37:01 2017,1.0,0.997142857143,0.789786602043,0.840246053348,1.0,0.361346662576,0.787951843463,0.793147133651,0.783886357497
Dhananj65844784,863622375673221123,0,0,1,1,1,0,1,Sun May 14 05:09:54 2017,1.0,0.93,0.833521895116,0.765439788732,0.87,0.361346662576,0.787951843463,0.793147133651,0.783886357497
DhanvantiDevi,863622624865263616,1,0,0,1,2,0,0,Sun May 14 05:10:53 2017,0.5,0.76,0.28,0.840246053348,0.86,0.78,0.89,0.793147133651,0.26
DhanviW,863607312946262016,0,0,1,1,1,0,1,Sun May 14 04:10:03 2017,1.0,0.65,0.787833735569,0.803186734523,0.54,0.79,0.787951843463,0.793147133651,0.783886357497
DhanwalVinod,863717497471737856,1,0,0,1,1,2,54,Sun May 14 11:27:53 2017,1.0,0.997142857143,0.789786602043,0.840246053348,1.0,0.361346662576,0.787951843463,0.793147133651,0.783886357497
DharamC90584924,863611521456259072,0,1,0,1,18,0,2,Sun May 14 04:26:46 2017,0.0555555555556,0.71,0.59,0.85,0.83,0.7,0.87,0.73,0.54
DharamJitKhera,863434645517418497,1,0,0,1,1,3,1,Sat May 13 16:43:56 2017,1.0,0.55,0.789786602043,0.840246053348,0.85,0.803684210526,0.787951843463,0.793147133651,0.783886357497
DharamP58925981,863560526500052992,1,0,0,1,1,4,0,Sun May 14 01:04:08 2017,1.0,0.99,0.789786602043,0.840246053348,0.97,0.99,0.787951843463,0.793147133651,0.783886357497
DharamSingh_1,863437062266998788,1,0,0,1,1,0,1,Sat May 13 16:53:32 2017,1.0,0.63,0.789786602043,0.840246053348,0.9,0.803684210526,0.787951843463,0.793147133651,0.783886357497
Dharamb94252365,863393200697884672,1,0,0,1,1,4,5,Sat May 13 13:59:14 2017,1.0,0.997142857143,0.789786602043,0.840246053348,1.0,0.361346662576,0.787951843463,0.793147133651,0.783886357497
Dharambir_1203,863062300550246400,1,0,0,1,1,4,1,Fri May 12 16:04:22 2017,1.0,0.997142857143,0.789786602043,0.840246053348,1.0,0.361346662576,0.787951843463,0.793147133651,0.783886357497
Dharambsingh,863993260326268928,0,0,1,1,1,0,2,Mon May 15 05:43:40 2017,1.0,0.83,0.248282361804,0.785371427089,0.96,0.96,0.787951843463,0.793147133651,0.783886357497
Dharamp14119729,863621201498787842,0,1,0,1,3,1,1,Sun May 14 05:05:14 2017,0.333333333333,0.65,0.64,1.0,0.86,0.83,0.797043934032,0.88,0.707617021277
Dharampaldd,864296205442060288,0,1,0,1,24,0,1,Tue May 16 01:47:28 2017,0.0416666666667,0.52,0.48,0.38,0.57,0.77,0.14,0.57,0.38
Dharani64604760,864528448726814720,1,0,0,1,1,0,0,Tue May 16 17:10:19 2017,1.0,0.997142857143,0.789786602043,0.840246053348,1.0,0.361346662576,0.787951843463,0.793147133651,0.783886357497
DharaniMaharana,863552164483940352,1,0,0,1,1,0,21,Sun May 14 00:30:54 2017,1.0,0.997142857143,0.789786602043,0.840246053348,1.0,0.361346662576,0.787951843463,0.793147133651,0.783886357497
DharanidharRed7,863570215094714368,1,0,0,1,1,1,0,Sun May 14 01:42:38 2017,1.0,0.997142857143,0.789786602043,0.840246053348,1.0,0.361346662576,0.787951843463,0.793147133651,0.783886357497
DharmavathiP,863581577565143043,1,0,0,1,1,1,1,Sun May 14 02:27:47 2017,1.0,0.63,0.789786602043,0.840246053348,0.74,0.76,0.787951843463,0.793147133651,0.783886357497
Dharmen25105369,863733034549473280,1,0,0,1,1,2,1,Sun May 14 12:29:37 2017,1.0,0.997142857143,0.789786602043,0.840246053348,1.0,0.361346662576,0.787951843463,0.793147133651,0.783886357497
Dharmen50334574,863583557448482817,0,1,1,2,3,1,16,Sun May 14 02:35:39 2017,0.666666666667,0.77,0.78,0.83,0.64,0.43,0.68,0.63,0.703183531374
DharnaSatsangi,863229841885327360,0,2,0,2,3,1,1,Sat May 13 03:10:07 2017,0.666666666667,0.67,0.67,0.507975680881,0.83,0.78,0.952305822347,0.683780501579,0.687617021277
